transaction_id,date,customer_id,product_id,quantity,unit_price,discount,total_amount,payment_method,channel
T00003554,2023-10-05,C000078,P0045,5,789.81,0.1,3554.14,支付宝,网页
T00003555,2023-01-20,C000566,P0050,2,740.01,0.0,1480.02,信用卡,小程序
T00003556,2023-06-16,C000288,P0017,9,798.65,0.0,7187.85,信用卡,APP
T00003557,2023-10-30,C000832,P0044,3,535.61,0.3,1124.78,支付宝,网页
T00003558,2023-03-09,C000968,P0045,4,789.81,0.0,3159.24,银行卡,网页
T00003559,2023-08-10,C000571,P0039,3,141.38,0.2,339.31,银行卡,小程序
T00003560,2023-12-01,C000499,P0003,5,806.41,0.0,4032.05,支付宝,网页
T00003561,2023-03-15,C000634,P0043,1,861.78,0.0,861.78,银行卡,网页
T00003562,2023-11-30,C000930,P0029,7,287.8,0.3,1410.22,微信支付,小程序
T00003563,2023-11-18,C000295,P0035,8,914.62,0.1,6585.26,支付宝,小程序
T00003564,2023-06-26,C000046,P0013,1,615.93,0.3,431.15,银行卡,网页
T00003565,2023-03-13,C000646,P0034,4,255.35,0.0,1021.4,信用卡,网页
T00003566,2023-12-11,C000385,P0046,9,519.59,0.0,4676.31,微信支付,小程序
T00003567,2023-07-18,C000624,P0009,7,17.15,0.0,120.05,支付宝,网页
T00003568,2023-07-18,C000788,P0009,7,17.15,0.0,120.05,微信支付,网页
T00003569,2023-11-02,C000131,P0034,8,255.35,0.1,1838.52,信用卡,网页
T00003570,2023-11-30,C000128,P0003,8,806.41,0.0,6451.28,信用卡,小程序
T00003571,2023-09-09,C000303,P0044,1,535.61,0.0,535.61,支付宝,网页
T00003572,2023-09-12,C000212,P0009,1,17.15,0.2,13.72,微信支付,网页
T00003573,2023-03-17,C000184,P0018,2,63.49,0.0,126.98,微信支付,网页
T00003574,2023-07-19,C000001,P0003,7,806.41,0.3,3951.41,银行卡,小程序
T00003575,2023-07-19,C000464,P0005,2,766.59,0.3,1073.23,支付宝,网页
T00003576,2023-03-18,C000641,P0001,3,461.62,0.2,1107.89,微信支付,网页
T00003577,2023-04-12,C000090,P0050,2,740.01,0.2,1184.02,支付宝,小程序
T00003578,2023-05-20,C000941,P0024,4,740.37,0.0,2961.48,银行卡,小程序
T00003579,2023-11-16,C000296,P0015,3,986.74,0.0,2960.22,支付宝,APP
T00003580,2023-11-06,C000905,P0006,5,281.15,0.15,1194.89,银行卡,网页
T00003581,2023-04-26,C000112,P0047,3,371.93,0.2,892.63,支付宝,网页
T00003582,2023-01-16,C000949,P0035,4,914.62,0.15,3109.71,微信支付,网页
T00003583,2023-12-22,C000698,P0013,11,615.93,0.1,6097.71,微信支付,小程序
T00003584,2023-06-05,C000775,P0003,2,806.41,0.0,1612.82,信用卡,小程序
T00003585,2023-03-17,C000095,P0015,2,986.74,0.1,1776.13,支付宝,小程序
T00003586,2023-02-25,C000016,P0042,1,193.1,0.3,135.17,信用卡,APP
T00003587,2023-06-09,C000997,P0011,5,643.43,0.1,2895.43,信用卡,APP
T00003588,2023-12-14,C000371,P0022,11,596.78,0.0,6564.58,银行卡,APP
T00003589,2023-08-02,C000786,P0014,4,354.38,0.15,1204.89,微信支付,APP
T00003590,2023-09-10,C000153,P0041,3,976.66,0.0,2929.98,银行卡,小程序
T00003591,2023-04-06,C000655,P0009,3,17.15,0.0,51.45,银行卡,APP
T00003592,2023-02-04,C000994,P0030,5,179.49,0.2,717.96,微信支付,小程序
T00003593,2023-01-13,C000048,P0022,2,596.78,0.0,1193.56,银行卡,网页
T00003594,2023-04-28,C000754,P0036,5,991.36,0.0,4956.8,信用卡,APP
T00003595,2023-01-04,C000452,P0017,4,798.65,0.1,2875.14,信用卡,网页
T00003596,2023-07-13,C000046,P0046,6,519.59,0.15,2649.91,信用卡,网页
T00003597,2023-06-14,C000714,P0046,7,519.59,0.2,2909.7,微信支付,APP
T00003598,2023-11-17,C000321,P0031,3,791.65,0.3,1662.46,微信支付,小程序
T00003599,2023-07-19,C000369,P0036,6,991.36,0.0,5948.16,微信支付,网页
T00003600,2023-03-07,C000673,P0007,1,444.27,0.1,399.84,银行卡,小程序
T00003601,2023-02-12,C000810,P0017,3,798.65,0.0,2395.95,支付宝,小程序
T00003602,2023-03-04,C000825,P0001,4,461.62,0.0,1846.48,银行卡,网页
T00003603,2023-07-02,C000606,P0010,7,422.06,0.0,2954.42,银行卡,小程序
T00003604,2023-08-25,C000278,P0020,2,925.61,0.15,1573.54,信用卡,APP
T00003605,2023-03-04,C000872,P0044,3,535.61,0.0,1606.83,微信支付,APP
T00003606,2023-05-22,C000956,P0038,4,562.9,0.0,2251.6,信用卡,小程序
T00003607,2023-08-28,C000095,P0002,1,123.04,0.2,98.43,微信支付,小程序
T00003608,2023-06-04,C000302,P0015,5,986.74,0.1,4440.33,银行卡,小程序
T00003609,2023-12-31,C000718,P0035,8,914.62,0.2,5853.57,信用卡,小程序
T00003610,2023-02-05,C000544,P0047,5,371.93,0.15,1580.7,支付宝,网页
T00003611,2023-09-20,C000055,P0026,2,224.0,0.0,448.0,银行卡,小程序
T00003612,2023-10-30,C000512,P0010,5,422.06,0.0,2110.3,微信支付,网页
T00003613,2023-08-12,C000528,P0015,3,986.74,0.0,2960.22,支付宝,APP
T00003614,2023-04-20,C000165,P0008,2,779.89,0.0,1559.78,微信支付,小程序
T00003615,2023-06-14,C000571,P0017,1,798.65,0.1,718.78,支付宝,网页
T00003616,2023-08-19,C000703,P0014,1,354.38,0.2,283.5,微信支付,网页
T00003617,2023-10-12,C000318,P0030,4,179.49,0.1,646.16,信用卡,网页
T00003618,2023-01-04,C000019,P0030,2,179.49,0.1,323.08,信用卡,网页
T00003619,2023-06-30,C000013,P0026,1,224.0,0.1,201.6,信用卡,小程序
T00003620,2023-03-13,C000876,P0011,5,643.43,0.3,2252.0,微信支付,APP
T00003621,2023-04-03,C000661,P0044,5,535.61,0.0,2678.05,支付宝,小程序
T00003622,2023-04-19,C000426,P0033,5,838.62,0.0,4193.1,信用卡,小程序
T00003623,2023-05-14,C000451,P0049,2,147.02,0.1,264.64,银行卡,小程序
T00003624,2023-04-21,C000211,P0039,2,141.38,0.3,197.93,支付宝,网页
T00003625,2023-07-04,C000601,P0042,6,193.1,0.2,926.88,支付宝,网页
T00003626,2023-07-25,C000990,P0043,4,861.78,0.0,3447.12,银行卡,APP
T00003627,2023-02-18,C000208,P0012,3,614.43,0.2,1474.63,银行卡,APP
T00003628,2023-06-24,C000831,P0034,4,255.35,0.15,868.19,支付宝,APP
T00003629,2023-09-24,C000317,P0043,4,861.78,0.0,3447.12,支付宝,APP
T00003630,2023-05-14,C000122,P0012,1,614.43,0.3,430.1,信用卡,小程序
T00003631,2023-05-01,C000571,P0030,1,179.49,0.1,161.54,支付宝,网页
T00003632,2023-10-14,C000744,P0046,2,519.59,0.3,727.43,信用卡,网页
T00003633,2023-11-17,C000098,P0034,2,255.35,0.2,408.56,银行卡,小程序
T00003634,2023-06-29,C000756,P0024,9,740.37,0.2,5330.66,银行卡,小程序
T00003635,2023-05-13,C000076,P0011,5,643.43,0.0,3217.15,信用卡,小程序
T00003636,2023-04-12,C000214,P0007,4,444.27,0.0,1777.08,信用卡,网页
T00003637,2023-10-23,C000182,P0032,4,95.61,0.1,344.2,信用卡,网页
T00003638,2023-09-24,C000488,P0032,4,95.61,0.0,382.44,微信支付,网页
T00003639,2023-10-14,C000074,P0028,2,210.19,0.3,294.27,银行卡,APP
T00003640,2023-09-06,C000610,P0017,1,798.65,0.15,678.85,银行卡,APP
T00003641,2023-10-12,C000983,P0002,5,123.04,0.2,492.16,银行卡,APP
T00003642,2023-08-10,C000876,P0032,2,95.61,0.15,162.54,支付宝,小程序
T00003643,2023-09-08,C000118,P0026,3,224.0,0.3,470.4,支付宝,APP
T00003644,2023-02-18,C000084,P0005,2,766.59,0.15,1303.2,支付宝,网页
T00003645,2023-06-07,C000991,P0034,1,255.35,0.0,255.35,微信支付,网页
T00003646,2023-05-09,C000634,P0032,2,95.61,0.3,133.85,支付宝,网页
T00003647,2023-10-27,C000014,P0039,1,141.38,0.0,141.38,信用卡,APP
T00003648,2023-07-16,C000839,P0050,5,740.01,0.2,2960.04,支付宝,网页
T00003649,2023-11-18,C000618,P0043,14,861.78,0.0,12064.92,信用卡,APP
T00003650,2023-09-29,C000945,P0043,1,861.78,0.1,775.6,信用卡,小程序
T00003651,2023-10-21,C000473,P0025,2,476.28,0.1,857.3,信用卡,APP
T00003652,2023-01-19,C000692,P0038,4,562.9,0.0,2251.6,支付宝,APP
T00003653,2023-04-10,C000186,P0030,4,179.49,0.0,717.96,微信支付,小程序
T00003654,2023-03-30,C000373,P0004,5,330.99,0.3,1158.46,信用卡,小程序
T00003655,2023-10-17,C000163,P0029,3,287.8,0.0,863.4,信用卡,APP
T00003656,2023-12-07,C000662,P0049,6,147.02,0.2,705.7,信用卡,小程序
T00003657,2023-04-11,C000787,P0011,4,643.43,0.1,2316.35,支付宝,APP
T00003658,2023-03-01,C000344,P0044,3,535.61,0.2,1285.46,支付宝,网页
T00003659,2023-12-13,C000211,P0032,5,95.61,0.3,334.63,信用卡,APP
T00003660,2023-10-28,C000521,P0028,3,210.19,0.1,567.51,信用卡,APP
T00003661,2023-01-18,C000537,P0049,3,147.02,0.2,352.85,信用卡,APP
T00003662,2023-06-27,C000388,P0033,7,838.62,0.3,4109.24,银行卡,APP
T00003663,2023-12-23,C000876,P0013,7,615.93,0.1,3880.36,支付宝,APP
T00003664,2023-07-15,C000154,P0013,6,615.93,0.1,3326.02,信用卡,网页
T00003665,2023-11-01,C000828,P0026,7,224.0,0.15,1332.8,信用卡,小程序
T00003666,2023-07-18,C000634,P0025,5,476.28,0.2,1905.12,银行卡,网页
T00003667,2023-02-10,C000363,P0023,2,237.76,0.0,475.52,信用卡,网页
T00003668,2023-06-13,C000037,P0042,2,193.1,0.3,270.34,银行卡,APP
T00003669,2023-08-15,C000174,P0032,8,95.61,0.15,650.15,银行卡,小程序
T00003670,2023-09-26,C000408,P0040,3,484.99,0.0,1454.97,银行卡,网页
T00003671,2023-01-14,C000452,P0016,3,469.57,0.0,1408.71,支付宝,网页
T00003672,2023-09-26,C000384,P0001,2,461.62,0.15,784.75,微信支付,APP
T00003673,2023-10-01,C000948,P0024,4,740.37,0.15,2517.26,微信支付,APP
T00003674,2023-11-07,C000254,P0008,9,779.89,0.0,7019.01,支付宝,小程序
T00003675,2023-05-22,C000030,P0050,4,740.01,0.0,2960.04,信用卡,APP
T00003676,2023-01-29,C000090,P0018,3,63.49,0.0,190.47,信用卡,APP
T00003677,2023-04-01,C000264,P0046,1,519.59,0.0,519.59,支付宝,APP
T00003678,2023-03-14,C000370,P0027,5,145.04,0.0,725.2,信用卡,小程序
T00003679,2023-10-25,C000211,P0028,2,210.19,0.0,420.38,信用卡,网页
T00003680,2023-05-24,C000438,P0042,3,193.1,0.2,463.44,信用卡,网页
T00003681,2023-01-20,C000224,P0016,2,469.57,0.1,845.23,微信支付,小程序
T00003682,2023-11-14,C000271,P0031,2,791.65,0.0,1583.3,支付宝,小程序
T00003683,2023-10-22,C000838,P0019,1,340.95,0.0,340.95,支付宝,APP
T00003684,2023-04-02,C000501,P0041,4,976.66,0.0,3906.64,信用卡,小程序
T00003685,2023-02-26,C000895,P0044,5,535.61,0.0,2678.05,支付宝,网页
T00003686,2023-06-03,C000269,P0034,9,255.35,0.1,2068.34,信用卡,APP
T00003687,2023-09-23,C000242,P0013,1,615.93,0.1,554.34,支付宝,网页
T00003688,2023-05-09,C000911,P0014,3,354.38,0.1,956.83,银行卡,网页
T00003689,2023-12-28,C000541,P0031,9,791.65,0.0,7124.85,支付宝,网页
T00003690,2023-12-09,C000787,P0049,4,147.02,0.0,588.08,信用卡,APP
T00003691,2023-07-26,C000482,P0034,4,255.35,0.1,919.26,支付宝,网页
T00003692,2023-02-13,C000867,P0041,5,976.66,0.2,3906.64,支付宝,APP
T00003693,2023-11-04,C000245,P0012,11,614.43,0.3,4731.11,微信支付,小程序
T00003694,2023-02-26,C000193,P0009,4,17.15,0.1,61.74,银行卡,网页
T00003695,2023-11-03,C000603,P0042,14,193.1,0.2,2162.72,支付宝,小程序
T00003696,2023-04-17,C000511,P0016,4,469.57,0.15,1596.54,信用卡,APP
T00003697,2023-06-21,C000518,P0045,1,789.81,0.0,789.81,支付宝,小程序
T00003698,2023-07-27,C000373,P0042,1,193.1,0.3,135.17,信用卡,网页
T00003699,2023-01-21,C000037,P0032,4,95.61,0.15,325.07,微信支付,小程序
T00003700,2023-12-15,C000309,P0042,9,193.1,0.0,1737.9,微信支付,APP
T00003701,2023-04-27,C000530,P0017,3,798.65,0.1,2156.36,微信支付,网页
T00003702,2023-06-18,C000292,P0043,1,861.78,0.0,861.78,微信支付,网页
T00003703,2023-04-05,C000060,P0033,5,838.62,0.0,4193.1,微信支付,APP
T00003704,2023-08-20,C000890,P0036,6,991.36,0.2,4758.53,信用卡,网页
T00003705,2023-05-06,C000971,P0048,1,651.69,0.1,586.52,信用卡,小程序
T00003706,2023-09-23,C000765,P0021,5,519.75,0.15,2208.94,银行卡,网页
T00003707,2023-05-17,C000565,P0003,5,806.41,0.2,3225.64,银行卡,小程序
T00003708,2023-10-28,C000025,P0014,2,354.38,0.0,708.76,支付宝,网页
T00003709,2023-11-17,C000447,P0024,2,740.37,0.3,1036.52,银行卡,APP
T00003710,2023-08-05,C000640,P0040,1,484.99,0.0,484.99,微信支付,APP
T00003711,2023-11-29,C000921,P0003,4,806.41,0.15,2741.79,信用卡,网页
T00003712,2023-04-11,C000022,P0015,5,986.74,0.3,3453.59,微信支付,APP
T00003713,2023-07-03,C000362,P0026,5,224.0,0.0,1120.0,支付宝,网页
T00003714,2023-11-02,C000608,P0042,2,193.1,0.0,386.2,支付宝,APP
T00003715,2023-12-16,C000214,P0030,3,179.49,0.0,538.47,银行卡,APP
T00003716,2023-02-17,C001000,P0036,3,991.36,0.0,2974.08,支付宝,网页
T00003717,2023-03-07,C000081,P0013,5,615.93,0.0,3079.65,支付宝,小程序
T00003718,2023-07-16,C000130,P0034,1,255.35,0.3,178.74,支付宝,小程序
T00003719,2023-01-17,C000244,P0037,1,484.48,0.0,484.48,银行卡,小程序
T00003720,2023-05-28,C000460,P0046,2,519.59,0.15,883.3,银行卡,网页
T00003721,2023-09-06,C000458,P0039,2,141.38,0.15,240.35,微信支付,网页
T00003722,2023-06-18,C000697,P0041,4,976.66,0.3,2734.65,支付宝,网页
T00003723,2023-02-13,C000161,P0035,4,914.62,0.0,3658.48,微信支付,小程序
T00003724,2023-03-12,C000955,P0028,3,210.19,0.3,441.4,微信支付,小程序
T00003725,2023-07-01,C000517,P0007,4,444.27,0.0,1777.08,银行卡,小程序
T00003726,2023-08-28,C000429,P0044,9,535.61,0.2,3856.39,支付宝,网页
T00003727,2023-06-23,C000043,P0038,2,562.9,0.15,956.93,支付宝,小程序
T00003728,2023-08-05,C000745,P0047,7,371.93,0.0,2603.51,银行卡,小程序
T00003729,2023-09-14,C000397,P0030,1,179.49,0.2,143.59,银行卡,APP
T00003730,2023-12-29,C000302,P0049,11,147.02,0.15,1374.64,支付宝,小程序
T00003731,2023-06-16,C000032,P0048,8,651.69,0.2,4170.82,银行卡,网页
T00003732,2023-07-28,C000298,P0046,1,519.59,0.0,519.59,支付宝,网页
T00003733,2023-07-31,C000953,P0039,4,141.38,0.0,565.52,微信支付,网页
T00003734,2023-06-20,C000524,P0033,1,838.62,0.15,712.83,微信支付,小程序
T00003735,2023-03-20,C000450,P0029,3,287.8,0.0,863.4,信用卡,网页
T00003736,2023-11-18,C000957,P0032,7,95.61,0.15,568.88,微信支付,网页
T00003737,2023-05-26,C000121,P0046,2,519.59,0.0,1039.18,信用卡,APP
T00003738,2023-05-28,C000601,P0048,2,651.69,0.1,1173.04,信用卡,小程序
T00003739,2023-01-20,C000506,P0002,1,123.04,0.2,98.43,银行卡,网页
T00003740,2023-07-06,C000292,P0039,9,141.38,0.15,1081.56,信用卡,网页
T00003741,2023-05-16,C000866,P0047,1,371.93,0.1,334.74,信用卡,APP
T00003742,2023-04-12,C000578,P0044,3,535.61,0.3,1124.78,信用卡,小程序
T00003743,2023-09-08,C000158,P0008,3,779.89,0.0,2339.67,微信支付,网页
T00003744,2023-01-16,C000796,P0011,4,643.43,0.1,2316.35,信用卡,网页
T00003745,2023-11-16,C000811,P0047,2,371.93,0.0,743.86,微信支付,APP
T00003746,2023-09-09,C000696,P0010,4,422.06,0.1,1519.42,银行卡,APP
T00003747,2023-02-02,C000837,P0019,3,340.95,0.0,1022.85,微信支付,网页
T00003748,2023-02-22,C000929,P0032,1,95.61,0.0,95.61,银行卡,网页
T00003749,2023-07-06,C000570,P0022,3,596.78,0.0,1790.34,银行卡,小程序
T00003750,2023-06-22,C000946,P0024,7,740.37,0.0,5182.59,信用卡,小程序
T00003751,2023-12-06,C000209,P0014,8,354.38,0.2,2268.03,信用卡,小程序
T00003752,2023-08-01,C000522,P0027,1,145.04,0.3,101.53,银行卡,APP
T00003753,2023-06-04,C000595,P0048,1,651.69,0.1,586.52,支付宝,网页
T00003754,2023-04-13,C000486,P0006,1,281.15,0.0,281.15,银行卡,小程序
T00003755,2023-08-30,C000329,P0036,2,991.36,0.2,1586.18,信用卡,小程序
T00003756,2023-04-29,C000401,P0015,5,986.74,0.1,4440.33,支付宝,小程序
T00003757,2023-12-16,C000892,P0016,2,469.57,0.1,845.23,支付宝,小程序
T00003758,2023-10-22,C000519,P0034,5,255.35,0.0,1276.75,支付宝,APP
T00003759,2023-01-18,C000381,P0024,5,740.37,0.0,3701.85,支付宝,APP
T00003760,2023-02-25,C000862,P0024,2,740.37,0.0,1480.74,支付宝,APP
T00003761,2023-07-27,C000050,P0019,1,340.95,0.0,340.95,微信支付,小程序
T00003762,2023-04-22,C000444,P0037,2,484.48,0.1,872.06,支付宝,APP
T00003763,2023-01-02,C000686,P0043,2,861.78,0.15,1465.03,信用卡,小程序
T00003764,2023-03-28,C000975,P0042,1,193.1,0.15,164.13,微信支付,小程序
T00003765,2023-06-02,C000976,P0019,6,340.95,0.3,1431.99,信用卡,网页
T00003766,2023-08-10,C000255,P0026,5,224.0,0.3,784.0,微信支付,小程序
T00003767,2023-01-05,C000239,P0035,3,914.62,0.15,2332.28,支付宝,APP
T00003768,2023-05-31,C000761,P0012,4,614.43,0.1,2211.95,银行卡,网页
T00003769,2023-05-23,C000746,P0010,4,422.06,0.0,1688.24,银行卡,APP
T00003770,2023-05-12,C000664,P0030,5,179.49,0.0,897.45,微信支付,网页
T00003771,2023-11-03,C000417,P0028,4,210.19,0.3,588.53,银行卡,小程序
T00003772,2023-02-17,C000710,P0044,5,535.61,0.1,2410.25,信用卡,网页
T00003773,2023-05-20,C000581,P0040,2,484.99,0.0,969.98,信用卡,小程序
T00003774,2023-08-17,C000091,P0043,5,861.78,0.0,4308.9,信用卡,小程序
T00003775,2023-04-22,C000632,P0037,3,484.48,0.0,1453.44,支付宝,网页
T00003776,2023-06-19,C000414,P0028,5,210.19,0.0,1050.95,银行卡,APP
T00003777,2023-03-20,C000388,P0041,5,976.66,0.3,3418.31,支付宝,小程序
T00003778,2023-10-17,C000275,P0025,5,476.28,0.1,2143.26,信用卡,网页
T00003779,2023-12-08,C000066,P0034,2,255.35,0.15,434.09,微信支付,APP
T00003780,2023-10-23,C000249,P0010,2,422.06,0.0,844.12,信用卡,小程序
T00003781,2023-09-09,C000191,P0009,1,17.15,0.0,17.15,信用卡,APP
T00003782,2023-04-28,C000724,P0032,5,95.61,0.3,334.63,银行卡,APP
T00003783,2023-07-18,C000730,P0044,1,535.61,0.1,482.05,信用卡,网页
T00003784,2023-12-28,C000987,P0034,6,255.35,0.0,1532.1,支付宝,网页
T00003785,2023-06-18,C000599,P0021,6,519.75,0.0,3118.5,信用卡,小程序
T00003786,2023-07-24,C000840,P0042,5,193.1,0.1,868.95,信用卡,小程序
T00003787,2023-12-13,C000056,P0001,6,461.62,0.3,1938.8,微信支付,网页
T00003788,2023-11-23,C000491,P0048,7,651.69,0.0,4561.83,银行卡,APP
T00003789,2023-08-01,C000170,P0015,4,986.74,0.1,3552.26,支付宝,网页
T00003790,2023-08-11,C000198,P0023,5,237.76,0.0,1188.8,支付宝,APP
T00003791,2023-05-30,C000090,P0010,5,422.06,0.1,1899.27,信用卡,网页
T00003792,2023-08-22,C000103,P0046,3,519.59,0.0,1558.77,银行卡,APP
T00003793,2023-11-20,C000095,P0037,14,484.48,0.0,6782.72,支付宝,网页
T00003794,2023-07-29,C000643,P0024,1,740.37,0.0,740.37,银行卡,APP
T00003795,2023-10-06,C000641,P0006,3,281.15,0.0,843.45,微信支付,APP
T00003796,2023-12-30,C000513,P0037,11,484.48,0.1,4796.35,微信支付,APP
T00003797,2023-09-08,C000606,P0043,1,861.78,0.3,603.25,银行卡,APP
T00003798,2023-04-17,C000562,P0014,1,354.38,0.0,354.38,信用卡,APP
T00003799,2023-09-16,C000994,P0040,1,484.99,0.2,387.99,信用卡,APP
T00003800,2023-01-20,C000155,P0024,2,740.37,0.15,1258.63,支付宝,小程序
T00003801,2023-05-17,C000471,P0023,3,237.76,0.15,606.29,信用卡,网页
T00003802,2023-11-13,C000022,P0039,8,141.38,0.1,1017.94,支付宝,小程序
T00003803,2023-04-03,C000632,P0023,5,237.76,0.1,1069.92,支付宝,APP
T00003804,2023-05-29,C000325,P0014,5,354.38,0.3,1240.33,微信支付,APP
T00003805,2023-06-09,C000643,P0001,6,461.62,0.2,2215.78,银行卡,APP
T00003806,2023-04-24,C000439,P0003,1,806.41,0.0,806.41,微信支付,APP
T00003807,2023-02-25,C000563,P0026,5,224.0,0.1,1008.0,银行卡,网页
T00003808,2023-04-13,C000113,P0030,3,179.49,0.1,484.62,微信支付,APP
T00003809,2023-01-23,C000252,P0019,1,340.95,0.15,289.81,微信支付,网页
T00003810,2023-05-25,C000820,P0016,1,469.57,0.0,469.57,信用卡,网页
T00003811,2023-07-30,C000408,P0023,1,237.76,0.0,237.76,信用卡,APP
T00003812,2023-07-31,C000348,P0023,6,237.76,0.3,998.59,微信支付,网页
T00003813,2023-08-21,C000340,P0021,3,519.75,0.1,1403.33,微信支付,APP
T00003814,2023-12-12,C000415,P0016,10,469.57,0.0,4695.7,信用卡,小程序
T00003815,2023-06-10,C000008,P0008,1,779.89,0.0,779.89,信用卡,小程序
T00003816,2023-09-07,C000437,P0003,5,806.41,0.0,4032.05,银行卡,网页
T00003817,2023-02-08,C000073,P0050,2,740.01,0.0,1480.02,支付宝,网页
T00003818,2023-08-21,C000614,P0045,3,789.81,0.0,2369.43,银行卡,APP
T00003819,2023-10-22,C000779,P0015,2,986.74,0.0,1973.48,银行卡,网页
T00003820,2023-09-29,C000752,P0019,5,340.95,0.2,1363.8,银行卡,APP
T00003821,2023-08-03,C000485,P0022,1,596.78,0.15,507.26,银行卡,APP
T00003822,2023-03-16,C000724,P0007,5,444.27,0.0,2221.35,支付宝,APP
T00003823,2023-05-19,C000406,P0012,3,614.43,0.1,1658.96,银行卡,小程序
T00003824,2023-12-17,C000757,P0022,2,596.78,0.0,1193.56,支付宝,网页
T00003825,2023-02-05,C000669,P0050,1,740.01,0.0,740.01,银行卡,小程序
T00003826,2023-09-16,C000798,P0003,3,806.41,0.0,2419.23,支付宝,小程序
T00003827,2023-04-24,C000292,P0013,4,615.93,0.3,1724.6,银行卡,小程序
T00003828,2023-05-07,C000427,P0015,2,986.74,0.3,1381.44,微信支付,APP
T00003829,2023-06-11,C000726,P0031,5,791.65,0.0,3958.25,信用卡,小程序
T00003830,2023-01-28,C000592,P0001,5,461.62,0.0,2308.1,支付宝,网页
T00003831,2023-05-15,C000462,P0015,4,986.74,0.0,3946.96,微信支付,APP
T00003832,2023-08-25,C000849,P0001,4,461.62,0.0,1846.48,微信支付,网页
T00003833,2023-12-27,C000895,P0045,8,789.81,0.2,5054.78,微信支付,APP
T00003834,2023-11-18,C000763,P0037,6,484.48,0.2,2325.5,银行卡,网页
T00003835,2023-09-28,C000465,P0007,4,444.27,0.15,1510.52,信用卡,网页
T00003836,2023-01-19,C000619,P0023,1,237.76,0.1,213.98,微信支付,小程序
T00003837,2023-10-16,C000032,P0016,1,469.57,0.0,469.57,银行卡,小程序
T00003838,2023-07-05,C000086,P0038,6,562.9,0.15,2870.79,微信支付,APP
T00003839,2023-11-30,C000500,P0005,9,766.59,0.1,6209.38,银行卡,小程序
T00003840,2023-09-13,C000532,P0002,5,123.04,0.2,492.16,银行卡,小程序
T00003841,2023-06-03,C000395,P0003,5,806.41,0.3,2822.43,银行卡,网页
T00003842,2023-03-18,C000343,P0048,5,651.69,0.0,3258.45,银行卡,网页
T00003843,2023-01-11,C000510,P0043,4,861.78,0.3,2412.98,银行卡,APP
T00003844,2023-10-23,C000402,P0017,2,798.65,0.3,1118.11,支付宝,网页
T00003845,2023-10-03,C000329,P0042,4,193.1,0.0,772.4,微信支付,网页
T00003846,2023-02-26,C000678,P0038,2,562.9,0.1,1013.22,支付宝,APP
T00003847,2023-11-20,C000393,P0043,1,861.78,0.1,775.6,支付宝,小程序
T00003848,2023-03-02,C000621,P0002,2,123.04,0.1,221.47,支付宝,小程序
T00003849,2023-11-29,C000604,P0005,8,766.59,0.0,6132.72,支付宝,小程序
T00003850,2023-08-28,C000051,P0004,3,330.99,0.1,893.67,信用卡,小程序
T00003851,2023-03-28,C000025,P0034,3,255.35,0.3,536.23,信用卡,网页
T00003852,2023-09-09,C000804,P0032,1,95.61,0.0,95.61,银行卡,小程序
T00003853,2023-10-29,C000138,P0030,4,179.49,0.15,610.27,微信支付,APP
T00003854,2023-02-23,C000344,P0037,4,484.48,0.2,1550.34,信用卡,网页
T00003855,2023-08-11,C000988,P0002,6,123.04,0.2,590.59,银行卡,小程序
T00003856,2023-07-05,C000713,P0025,8,476.28,0.15,3238.7,微信支付,APP
T00003857,2023-01-19,C000887,P0023,1,237.76,0.0,237.76,银行卡,网页
T00003858,2023-05-03,C000854,P0047,5,371.93,0.2,1487.72,信用卡,网页
T00003859,2023-09-29,C000625,P0043,2,861.78,0.0,1723.56,支付宝,APP
T00003860,2023-09-11,C000109,P0023,4,237.76,0.1,855.94,银行卡,小程序
T00003861,2023-09-26,C000655,P0027,4,145.04,0.0,580.16,银行卡,小程序
T00003862,2023-03-03,C000134,P0036,1,991.36,0.1,892.22,信用卡,网页
T00003863,2023-09-18,C000967,P0029,3,287.8,0.1,777.06,信用卡,小程序
T00003864,2023-05-03,C000885,P0024,5,740.37,0.15,3146.57,银行卡,小程序
T00003865,2023-10-09,C000222,P0020,5,925.61,0.0,4628.05,银行卡,网页
T00003866,2023-11-06,C000605,P0038,10,562.9,0.0,5629.0,银行卡,APP
T00003867,2023-01-19,C000627,P0006,2,281.15,0.0,562.3,信用卡,网页
T00003868,2023-08-07,C000592,P0041,1,976.66,0.3,683.66,信用卡,APP
T00003869,2023-10-23,C000583,P0006,4,281.15,0.15,955.91,微信支付,APP
T00003870,2023-07-09,C000695,P0016,1,469.57,0.0,469.57,微信支付,小程序
T00003871,2023-09-02,C000222,P0036,1,991.36,0.0,991.36,信用卡,小程序
T00003872,2023-03-09,C000817,P0033,4,838.62,0.0,3354.48,微信支付,APP
T00003873,2023-06-18,C000183,P0022,7,596.78,0.0,4177.46,微信支付,小程序
T00003874,2023-12-12,C000795,P0018,14,63.49,0.0,888.86,信用卡,小程序
T00003875,2023-03-05,C000191,P0008,5,779.89,0.0,3899.45,信用卡,小程序
T00003876,2023-12-07,C000202,P0038,7,562.9,0.0,3940.3,信用卡,APP
T00003877,2023-10-20,C000820,P0011,2,643.43,0.0,1286.86,微信支付,APP
T00003878,2023-08-14,C000472,P0042,7,193.1,0.0,1351.7,微信支付,小程序
