date,city,temperature,humidity,precipitation,wind_speed,pressure,year,month,day,dayofyear,weekofyear,quarter,season
2022-05-26,北京,29.26,41.21,0.11,0.6,1009.19,2022,5,26,146,21,2,春季
2022-05-27,北京,23.16,63.43,3.25,1.9,992.35,2022,5,27,147,21,2,春季
2022-05-28,北京,20.74,55.15,2.46,2.31,1000.82,2022,5,28,148,21,2,春季
2022-05-29,北京,26.62,42.38,8.53,4.18,1032.98,2022,5,29,149,21,2,春季
2022-05-30,北京,18.69,52.47,0.38,6.07,1019.31,2022,5,30,150,22,2,春季
2022-05-31,北京,33.0,60.24,4.49,4.37,1014.47,2022,5,31,151,22,2,春季
2022-06-01,北京,25.5,58.65,7.47,5.89,1022.79,2022,6,1,152,22,2,夏季
2022-06-02,北京,34.41,49.25,1.53,1.57,1012.23,2022,6,2,153,22,2,夏季
2022-06-03,北京,28.77,71.45,8.71,6.22,1007.49,2022,6,3,154,22,2,夏季
2022-06-04,北京,28.62,48.16,1.89,3.84,1018.84,2022,6,4,155,22,2,夏季
2022-06-05,北京,30.0,47.09,8.13,2.02,1046.08,2022,6,5,156,22,2,夏季
2022-06-06,北京,36.0,37.41,3.63,5.81,1020.33,2022,6,6,157,23,2,夏季
2022-06-07,北京,27.72,65.29,1.89,4.37,1028.88,2022,6,7,158,23,2,夏季
2022-06-08,北京,30.99,54.79,4.81,3.16,1020.85,2022,6,8,159,23,2,夏季
2022-06-09,北京,29.36,58.01,1.89,2.42,1016.33,2022,6,9,160,23,2,夏季
2022-06-10,北京,27.94,60.34,4.68,1.85,1004.69,2022,6,10,161,23,2,夏季
2022-06-11,北京,36.54,29.28,3.66,1.43,1005.34,2022,6,11,162,23,2,夏季
2022-06-12,北京,35.7,70.43,2.51,4.14,1015.17,2022,6,12,163,23,2,夏季
2022-06-13,北京,31.4,68.58,0.24,6.52,1012.48,2022,6,13,164,24,2,夏季
2022-06-14,北京,33.13,43.31,1.72,2.79,999.84,2022,6,14,165,24,2,夏季
2022-06-15,北京,17.98,53.13,5.69,10.38,1002.4,2022,6,15,166,24,2,夏季
2022-06-16,北京,32.61,48.28,2.7,0.91,1033.16,2022,6,16,167,24,2,夏季
2022-06-17,北京,36.47,46.89,0.61,7.61,1013.86,2022,6,17,168,24,2,夏季
2022-06-18,北京,31.42,44.45,6.74,3.39,1013.64,2022,6,18,169,24,2,夏季
2022-06-19,北京,32.47,56.67,8.96,3.17,989.09,2022,6,19,170,24,2,夏季
2022-06-20,北京,28.95,25.28,6.98,0.61,1013.21,2022,6,20,171,25,2,夏季
2022-06-21,北京,23.69,54.91,3.3,6.59,1016.49,2022,6,21,172,25,2,夏季
2022-06-22,北京,34.51,45.31,2.27,3.41,1026.75,2022,6,22,173,25,2,夏季
2022-06-23,北京,40.29,41.26,6.66,6.49,1035.62,2022,6,23,174,25,2,夏季
2022-06-24,北京,27.4,49.85,3.2,0.51,1019.44,2022,6,24,175,25,2,夏季
2022-06-25,北京,34.16,47.78,1.89,4.13,1008.11,2022,6,25,176,25,2,夏季
2022-06-26,北京,33.7,51.29,1.89,0.39,1027.1,2022,6,26,177,25,2,夏季
2022-06-27,北京,28.05,37.3,4.42,2.32,1015.14,2022,6,27,178,26,2,夏季
2022-06-28,北京,31.13,53.06,5.01,3.34,1006.44,2022,6,28,179,26,2,夏季
2022-06-29,北京,21.87,42.28,7.15,6.2,1036.16,2022,6,29,180,26,2,夏季
2022-06-30,北京,30.43,67.42,0.98,3.21,987.0,2022,6,30,181,26,2,夏季
2022-07-01,北京,29.1,52.2,6.2,2.35,1001.97,2022,7,1,182,26,3,夏季
2022-07-02,北京,27.86,63.39,1.89,3.83,1022.4,2022,7,2,183,26,3,夏季
2022-07-03,北京,26.61,55.86,4.16,1.08,993.85,2022,7,3,184,26,3,夏季
2022-07-04,北京,23.84,54.47,2.5,3.68,1013.86,2022,7,4,185,27,3,夏季
2022-07-05,北京,24.63,58.4,1.89,7.45,1013.49,2022,7,5,186,27,3,夏季
2022-07-06,北京,32.02,52.09,1.09,1.33,1048.09,2022,7,6,187,27,3,夏季
2022-07-07,北京,26.32,57.79,3.87,3.3,1024.24,2022,7,7,188,27,3,夏季
2022-07-08,北京,35.74,43.99,1.96,2.56,998.94,2022,7,8,189,27,3,夏季
2022-07-09,北京,31.44,44.5,1.8,3.2,1000.56,2022,7,9,190,27,3,夏季
2022-07-10,北京,28.74,52.32,1.89,2.54,1015.07,2022,7,10,191,27,3,夏季
2022-07-11,北京,29.95,55.88,5.68,5.08,1006.24,2022,7,11,192,28,3,夏季
2022-07-12,北京,24.53,44.75,1.89,2.35,1028.87,2022,7,12,193,28,3,夏季
2022-07-13,北京,32.53,52.57,1.89,5.85,995.35,2022,7,13,194,28,3,夏季
2022-07-14,北京,39.37,42.82,1.67,3.23,986.68,2022,7,14,195,28,3,夏季
2022-07-15,北京,28.68,80.52,1.25,0.42,1002.89,2022,7,15,196,28,3,夏季
2022-07-16,北京,27.53,51.5,1.89,1.54,1034.06,2022,7,16,197,28,3,夏季
2022-07-17,北京,24.16,40.06,1.62,1.16,1016.84,2022,7,17,198,28,3,夏季
2022-07-18,北京,30.74,69.35,3.91,9.17,983.07,2022,7,18,199,29,3,夏季
2022-07-19,北京,29.08,46.88,1.89,1.69,992.08,2022,7,19,200,29,3,夏季
2022-07-20,北京,26.15,53.48,8.85,1.66,976.18,2022,7,20,201,29,3,夏季
2022-07-21,北京,30.77,45.43,4.84,1.52,990.16,2022,7,21,202,29,3,夏季
2022-07-22,北京,23.76,60.6,1.0,4.06,1010.67,2022,7,22,203,29,3,夏季
2022-07-23,北京,39.9,59.61,3.65,3.61,1033.82,2022,7,23,204,29,3,夏季
2022-07-24,北京,28.53,40.55,1.89,5.71,1007.09,2022,7,24,205,29,3,夏季
2022-07-25,北京,29.45,46.27,1.78,3.41,978.06,2022,7,25,206,30,3,夏季
2022-07-26,北京,26.87,42.05,5.31,8.04,1015.54,2022,7,26,207,30,3,夏季
2022-07-27,北京,30.99,60.92,6.49,1.77,1038.01,2022,7,27,208,30,3,夏季
2022-07-28,北京,29.53,72.02,8.16,5.4,1008.96,2022,7,28,209,30,3,夏季
2022-07-29,北京,27.48,42.92,1.89,3.26,1034.84,2022,7,29,210,30,3,夏季
2022-07-30,北京,24.99,35.75,1.89,4.2,1022.92,2022,7,30,211,30,3,夏季
2022-07-31,北京,23.16,45.95,2.19,0.74,1005.45,2022,7,31,212,30,3,夏季
2022-08-01,北京,20.44,47.61,6.79,0.39,1001.76,2022,8,1,213,31,3,夏季
2022-08-02,北京,23.86,59.17,3.23,1.91,1019.94,2022,8,2,214,31,3,夏季
2022-08-03,北京,27.96,49.52,2.26,4.36,1027.52,2022,8,3,215,31,3,夏季
2022-08-04,北京,28.95,80.88,8.52,4.85,1007.35,2022,8,4,216,31,3,夏季
2022-08-05,北京,15.15,42.37,6.27,5.41,996.81,2022,8,5,217,31,3,夏季
2022-08-06,北京,30.59,59.16,8.67,7.15,1005.14,2022,8,6,218,31,3,夏季
2022-08-07,北京,30.37,59.57,3.81,2.43,984.98,2022,8,7,219,31,3,夏季
2022-08-08,北京,22.9,62.59,8.67,5.72,998.29,2022,8,8,220,32,3,夏季
2022-08-09,北京,21.21,65.82,0.75,0.77,1007.8,2022,8,9,221,32,3,夏季
2022-08-10,北京,21.14,67.34,7.25,2.71,1003.15,2022,8,10,222,32,3,夏季
2022-08-11,北京,14.95,52.79,1.89,1.38,1006.23,2022,8,11,223,32,3,夏季
2022-08-12,北京,27.92,57.1,5.19,0.67,1002.54,2022,8,12,224,32,3,夏季
2022-08-13,北京,19.81,52.45,0.01,7.6,1010.25,2022,8,13,225,32,3,夏季
2022-08-14,北京,18.64,50.02,1.43,6.29,1002.97,2022,8,14,226,32,3,夏季
2022-08-15,北京,20.76,62.71,0.96,4.28,1026.72,2022,8,15,227,33,3,夏季
2022-08-16,北京,13.99,49.39,1.89,4.05,1012.63,2022,8,16,228,33,3,夏季
2022-08-17,北京,21.13,32.99,5.6,7.21,999.31,2022,8,17,229,33,3,夏季
2022-08-18,北京,23.34,66.62,1.89,1.62,988.93,2022,8,18,230,33,3,夏季
2022-08-19,北京,13.46,52.25,1.89,1.96,1008.61,2022,8,19,231,33,3,夏季
2022-08-20,北京,21.55,40.03,4.54,5.28,1025.06,2022,8,20,232,33,3,夏季
2022-08-21,北京,16.29,43.74,1.89,3.05,1034.63,2022,8,21,233,33,3,夏季
2022-08-22,北京,24.66,62.4,5.27,4.62,1013.29,2022,8,22,234,34,3,夏季
2022-08-23,北京,25.54,49.43,1.76,5.34,996.9,2022,8,23,235,34,3,夏季
2022-08-24,北京,26.71,55.23,1.89,2.4,997.55,2022,8,24,236,34,3,夏季
2022-08-25,北京,15.85,33.22,7.31,7.02,990.85,2022,8,25,237,34,3,夏季
2022-08-26,北京,23.7,62.33,0.6,3.5,1000.81,2022,8,26,238,34,3,夏季
2022-08-27,北京,16.56,51.03,6.9,3.34,1021.89,2022,8,27,239,34,3,夏季
2022-08-28,北京,14.84,66.5,1.89,0.94,1008.74,2022,8,28,240,34,3,夏季
2022-08-29,北京,18.68,63.76,1.89,1.95,997.31,2022,8,29,241,35,3,夏季
2022-08-30,北京,19.65,43.21,1.29,5.77,1010.44,2022,8,30,242,35,3,夏季
2022-08-31,北京,10.47,40.43,1.78,2.36,993.29,2022,8,31,243,35,3,夏季
2022-09-01,北京,18.97,64.19,1.32,4.35,1002.54,2022,9,1,244,35,3,秋季
2022-09-02,北京,10.23,55.85,4.83,1.19,1023.21,2022,9,2,245,35,3,秋季
2022-09-03,北京,14.31,79.99,0.08,7.23,1033.07,2022,9,3,246,35,3,秋季
2022-09-04,北京,20.04,45.9,0.2,7.0,983.31,2022,9,4,247,35,3,秋季
2022-09-05,北京,13.66,59.88,0.74,9.34,1018.84,2022,9,5,248,36,3,秋季
2022-09-06,北京,19.13,60.86,2.88,2.04,1019.19,2022,9,6,249,36,3,秋季
2022-09-07,北京,13.54,33.81,0.01,0.99,1022.3,2022,9,7,250,36,3,秋季
2022-09-08,北京,4.35,71.84,6.25,6.79,1020.93,2022,9,8,251,36,3,秋季
2022-09-09,北京,14.42,46.26,0.27,6.51,1034.11,2022,9,9,252,36,3,秋季
2022-09-10,北京,8.96,45.89,1.84,2.99,1031.12,2022,9,10,253,36,3,秋季
2022-09-11,北京,3.77,75.81,3.52,2.39,1024.03,2022,9,11,254,36,3,秋季
2022-09-12,北京,15.31,62.96,0.72,4.14,994.71,2022,9,12,255,37,3,秋季
2022-09-13,北京,14.48,52.13,0.17,1.69,1039.99,2022,9,13,256,37,3,秋季
2022-09-14,北京,19.29,57.48,1.94,5.39,1019.62,2022,9,14,257,37,3,秋季
2022-09-15,北京,12.91,53.15,0.95,7.6,1002.98,2022,9,15,258,37,3,秋季
2022-09-16,北京,11.09,53.79,0.43,6.09,1007.25,2022,9,16,259,37,3,秋季
2022-09-17,北京,17.71,57.8,2.75,1.93,1019.92,2022,9,17,260,37,3,秋季
2022-09-18,北京,21.5,54.22,8.31,3.31,1019.61,2022,9,18,261,37,3,秋季
2022-09-19,北京,10.41,66.47,1.77,0.65,1005.35,2022,9,19,262,38,3,秋季
2022-09-20,北京,18.65,76.98,2.18,9.62,995.28,2022,9,20,263,38,3,秋季
2022-09-21,北京,14.14,66.39,2.62,6.87,1012.46,2022,9,21,264,38,3,秋季
2022-09-22,北京,14.85,67.75,1.35,3.91,1009.04,2022,9,22,265,38,3,秋季
2022-09-23,北京,15.16,66.9,2.26,2.31,1018.06,2022,9,23,266,38,3,秋季
2022-09-24,北京,14.99,54.67,0.34,2.25,996.16,2022,9,24,267,38,3,秋季
2022-09-25,北京,11.66,61.93,1.4,4.16,993.88,2022,9,25,268,38,3,秋季
2022-09-26,北京,23.22,63.91,0.82,2.44,1035.59,2022,9,26,269,39,3,秋季
2022-09-27,北京,20.93,75.4,0.74,3.95,1020.53,2022,9,27,270,39,3,秋季
2022-09-28,北京,20.62,42.57,3.61,0.82,1023.3,2022,9,28,271,39,3,秋季
2022-09-29,北京,13.93,69.7,2.55,2.92,1024.53,2022,9,29,272,39,3,秋季
2022-09-30,北京,19.49,60.38,3.26,3.83,1006.78,2022,9,30,273,39,3,秋季
2022-10-01,北京,12.69,65.93,1.06,1.7,1012.51,2022,10,1,274,39,4,秋季
2022-10-02,北京,9.45,63.46,0.66,3.21,1006.17,2022,10,2,275,39,4,秋季
2022-10-03,北京,16.08,64.02,4.03,8.84,1029.67,2022,10,3,276,40,4,秋季
2022-10-04,北京,3.8,73.65,5.42,6.45,1025.39,2022,10,4,277,40,4,秋季
2022-10-05,北京,17.92,54.92,2.94,2.57,1021.14,2022,10,5,278,40,4,秋季
2022-10-06,北京,-6.67,78.59,0.76,9.4,1021.45,2022,10,6,279,40,4,秋季
2022-10-07,北京,14.74,74.39,2.48,0.6,1008.57,2022,10,7,280,40,4,秋季
2022-10-08,北京,12.55,64.56,0.95,2.42,1016.63,2022,10,8,281,40,4,秋季
2022-10-09,北京,7.54,50.21,0.53,8.34,1006.29,2022,10,9,282,40,4,秋季
2022-10-10,北京,-1.15,78.34,1.39,7.4,1044.05,2022,10,10,283,41,4,秋季
2022-10-11,北京,0.91,65.2,3.35,1.24,1014.84,2022,10,11,284,41,4,秋季
2022-10-12,北京,2.74,61.58,1.46,2.06,1001.93,2022,10,12,285,41,4,秋季
2022-10-13,北京,13.78,60.02,1.22,2.13,1001.64,2022,10,13,286,41,4,秋季
2022-10-14,北京,9.16,54.53,1.67,4.13,1015.1,2022,10,14,287,41,4,秋季
2022-10-15,北京,5.5,57.55,4.51,2.93,1012.62,2022,10,15,288,41,4,秋季
2022-10-16,北京,7.79,58.96,0.83,3.21,1004.72,2022,10,16,289,41,4,秋季
2022-10-17,北京,3.63,83.99,3.42,0.51,1017.01,2022,10,17,290,42,4,秋季
2022-10-18,北京,11.78,68.98,0.36,4.36,1017.8,2022,10,18,291,42,4,秋季
2022-10-19,北京,9.75,62.38,0.77,1.96,1014.1,2022,10,19,292,42,4,秋季
2022-10-20,北京,5.33,82.22,0.59,5.02,997.49,2022,10,20,293,42,4,秋季
2022-10-21,北京,5.26,52.85,1.33,0.9,996.4,2022,10,21,294,42,4,秋季
2022-10-22,北京,6.78,65.43,1.12,2.45,1023.74,2022,10,22,295,42,4,秋季
2022-10-23,北京,10.4,79.12,1.69,1.04,1020.84,2022,10,23,296,42,4,秋季
2022-10-24,北京,-1.35,68.67,5.93,4.77,1024.32,2022,10,24,297,43,4,秋季
2022-10-25,北京,7.41,55.24,0.35,0.24,1009.86,2022,10,25,298,43,4,秋季
2022-10-26,北京,6.52,54.58,0.64,6.5,1002.86,2022,10,26,299,43,4,秋季
2022-10-27,北京,7.65,70.17,0.72,2.04,1010.21,2022,10,27,300,43,4,秋季
2022-10-28,北京,8.04,61.81,1.17,0.71,1012.48,2022,10,28,301,43,4,秋季
2022-10-29,北京,10.99,56.64,0.42,0.86,1018.46,2022,10,29,302,43,4,秋季
2022-10-30,北京,7.65,71.98,0.87,6.04,993.88,2022,10,30,303,43,4,秋季
2022-10-31,北京,6.81,70.91,2.37,3.21,977.14,2022,10,31,304,44,4,秋季
2022-11-01,北京,-6.12,43.59,2.45,2.91,1019.65,2022,11,1,305,44,4,秋季
2022-11-02,北京,17.5,66.08,0.37,4.41,1023.43,2022,11,2,306,44,4,秋季
2022-11-03,北京,7.9,70.03,1.31,3.02,977.93,2022,11,3,307,44,4,秋季
2022-11-04,北京,7.53,83.08,0.21,1.44,1016.9,2022,11,4,308,44,4,秋季
2022-11-05,北京,-10.17,75.5,1.78,2.98,1000.36,2022,11,5,309,44,4,秋季
2022-11-06,北京,2.18,71.35,2.33,1.92,1008.8,2022,11,6,310,44,4,秋季
2022-11-07,北京,-0.97,51.92,2.1,0.54,1017.37,2022,11,7,311,45,4,秋季
2022-11-08,北京,-3.51,76.87,0.14,5.39,1039.56,2022,11,8,312,45,4,秋季
2022-11-09,北京,-4.13,62.75,2.21,0.81,1040.99,2022,11,9,313,45,4,秋季
2022-11-10,北京,5.61,63.21,1.33,0.46,1019.23,2022,11,10,314,45,4,秋季
2022-11-11,北京,3.23,63.96,0.44,1.5,1036.58,2022,11,11,315,45,4,秋季
2022-11-12,北京,-9.11,63.48,0.21,6.98,994.12,2022,11,12,316,45,4,秋季
2022-11-13,北京,0.34,50.72,0.43,2.94,1016.26,2022,11,13,317,45,4,秋季
2022-11-14,北京,-1.26,64.79,2.04,0.91,1031.42,2022,11,14,318,46,4,秋季
2022-11-15,北京,-6.08,72.47,2.1,3.59,997.77,2022,11,15,319,46,4,秋季
2022-11-16,北京,5.37,53.66,4.1,0.88,1005.76,2022,11,16,320,46,4,秋季
2022-11-17,北京,-9.32,65.15,4.9,0.88,991.29,2022,11,17,321,46,4,秋季
2022-11-18,北京,4.26,78.73,1.9,6.73,1005.0,2022,11,18,322,46,4,秋季
2022-11-19,北京,2.2,79.58,1.02,3.21,1012.47,2022,11,19,323,46,4,秋季
2022-11-20,北京,1.25,79.26,0.84,2.88,996.53,2022,11,20,324,46,4,秋季
2022-11-21,北京,10.37,59.65,1.09,3.6,1020.04,2022,11,21,325,47,4,秋季
2022-11-22,北京,0.83,59.73,0.82,7.01,1016.14,2022,11,22,326,47,4,秋季
2022-11-23,北京,5.24,57.67,1.57,3.77,997.06,2022,11,23,327,47,4,秋季
2022-11-24,北京,-6.75,60.05,1.87,4.03,999.54,2022,11,24,328,47,4,秋季
2022-11-25,北京,-2.82,60.7,3.09,2.94,1004.96,2022,11,25,329,47,4,秋季
2022-11-26,北京,10.38,73.08,0.88,8.21,1039.88,2022,11,26,330,47,4,秋季
2022-11-27,北京,-4.59,76.37,0.18,2.63,1006.94,2022,11,27,331,47,4,秋季
2022-11-28,北京,4.47,77.0,3.11,1.23,987.24,2022,11,28,332,48,4,秋季
2022-11-29,北京,2.69,68.91,0.37,5.5,1005.08,2022,11,29,333,48,4,秋季
2022-11-30,北京,1.39,74.69,2.17,3.21,1004.08,2022,11,30,334,48,4,秋季
2022-12-01,北京,0.17,56.24,1.5,5.15,1024.93,2022,12,1,335,48,4,冬季
2022-12-02,北京,1.69,64.08,1.39,3.06,1007.33,2022,12,2,336,48,4,冬季
2022-12-03,北京,2.23,63.61,0.02,4.15,994.98,2022,12,3,337,48,4,冬季
2022-12-04,北京,1.2,74.86,2.23,3.58,997.45,2022,12,4,338,48,4,冬季
2022-12-05,北京,7.95,64.31,1.48,4.79,1024.31,2022,12,5,339,49,4,冬季
2022-12-06,北京,-4.99,75.19,1.74,2.65,1022.6,2022,12,6,340,49,4,冬季
2022-12-07,北京,2.34,58.3,0.82,1.9,997.59,2022,12,7,341,49,4,冬季
2022-12-08,北京,-1.07,78.37,0.56,0.44,1004.77,2022,12,8,342,49,4,冬季
2022-12-09,北京,-0.29,74.47,3.95,1.12,1016.39,2022,12,9,343,49,4,冬季
2022-12-10,北京,10.89,71.94,4.41,6.26,1010.98,2022,12,10,344,49,4,冬季
2022-12-11,北京,12.46,67.25,0.79,3.06,1008.63,2022,12,11,345,49,4,冬季
2022-12-12,北京,-9.83,64.13,1.15,1.79,1005.32,2022,12,12,346,50,4,冬季
2022-12-13,北京,-7.13,70.69,0.77,1.81,1015.3,2022,12,13,347,50,4,冬季
2022-12-14,北京,4.1,78.17,2.52,2.66,1043.8,2022,12,14,348,50,4,冬季
2022-12-15,北京,0.55,65.84,3.01,0.25,1013.08,2022,12,15,349,50,4,冬季
2022-12-16,北京,6.89,80.2,4.1,7.42,1002.62,2022,12,16,350,50,4,冬季
2022-12-17,北京,0.37,80.26,1.46,9.09,1020.21,2022,12,17,351,50,4,冬季
2022-12-18,北京,0.25,77.22,1.91,1.5,1012.41,2022,12,18,352,50,4,冬季
2022-12-19,北京,-4.18,80.97,0.73,2.53,1021.02,2022,12,19,353,51,4,冬季
2022-12-20,北京,0.92,74.53,1.07,1.26,1032.54,2022,12,20,354,51,4,冬季
2022-12-21,北京,-6.68,83.37,0.1,3.48,1005.85,2022,12,21,355,51,4,冬季
2022-12-22,北京,6.11,71.34,0.07,0.98,1003.14,2022,12,22,356,51,4,冬季
2022-12-23,北京,1.32,69.6,1.62,4.47,1016.68,2022,12,23,357,51,4,冬季
2022-12-24,北京,-0.81,61.29,5.43,9.65,1051.12,2022,12,24,358,51,4,冬季
2022-12-25,北京,1.17,62.82,4.92,5.22,996.48,2022,12,25,359,51,4,冬季
2022-12-26,北京,-5.67,73.5,2.66,2.52,984.92,2022,12,26,360,52,4,冬季
2022-12-27,北京,2.67,62.73,0.72,1.43,1019.8,2022,12,27,361,52,4,冬季
2022-12-28,北京,-1.03,59.69,0.57,1.59,1026.25,2022,12,28,362,52,4,冬季
2022-12-29,北京,-0.57,71.48,1.9,2.84,1001.42,2022,12,29,363,52,4,冬季
2022-12-30,北京,5.86,84.98,0.66,1.63,1009.21,2022,12,30,364,52,4,冬季
2022-12-31,北京,9.34,70.35,0.57,1.13,994.39,2022,12,31,365,52,4,冬季
2023-01-01,北京,7.46,62.95,4.55,0.06,1030.39,2023,1,1,1,52,1,冬季
2023-01-02,北京,1.93,75.49,0.84,8.07,1046.14,2023,1,2,2,1,1,冬季
2023-01-03,北京,11.47,59.82,2.6,2.22,1003.76,2023,1,3,3,1,1,冬季
2023-01-04,北京,5.63,73.15,0.59,0.78,1007.36,2023,1,4,4,1,1,冬季
2023-01-05,北京,2.73,77.38,0.88,0.96,986.41,2023,1,5,5,1,1,冬季
2023-01-06,北京,7.69,67.12,5.77,5.53,984.17,2023,1,6,6,1,1,冬季
2023-01-07,北京,0.1,55.46,0.46,3.21,998.92,2023,1,7,7,1,1,冬季
2023-01-08,北京,6.83,65.61,1.68,1.79,1011.48,2023,1,8,8,1,1,冬季
2023-01-09,北京,4.09,80.33,3.57,1.31,1012.76,2023,1,9,9,2,1,冬季
2023-01-10,北京,7.42,57.9,3.12,3.23,984.62,2023,1,10,10,2,1,冬季
2023-01-11,北京,-5.14,63.89,0.29,6.73,994.04,2023,1,11,11,2,1,冬季
2023-01-12,北京,-4.84,69.54,1.57,6.53,1036.7,2023,1,12,12,2,1,冬季
2023-01-13,北京,-4.05,90.26,4.38,0.47,1005.44,2023,1,13,13,2,1,冬季
2023-01-14,北京,4.81,52.61,1.02,1.47,1034.32,2023,1,14,14,2,1,冬季
2023-01-15,北京,2.09,64.03,3.78,0.59,1012.0,2023,1,15,15,2,1,冬季
2023-01-16,北京,-5.12,72.6,0.63,2.29,1032.27,2023,1,16,16,3,1,冬季
2023-01-17,北京,0.9,78.35,1.54,5.82,996.22,2023,1,17,17,3,1,冬季
2023-01-18,北京,0.93,59.27,2.09,1.58,1021.44,2023,1,18,18,3,1,冬季
2023-01-19,北京,-1.01,73.64,3.45,4.82,1034.1,2023,1,19,19,3,1,冬季
2023-01-20,北京,-0.84,65.08,1.43,0.51,1029.4,2023,1,20,20,3,1,冬季
2023-01-21,北京,8.96,55.21,4.63,2.43,996.54,2023,1,21,21,3,1,冬季
2023-01-22,北京,9.09,76.39,5.37,3.74,1003.4,2023,1,22,22,3,1,冬季
2023-01-23,北京,2.38,78.35,2.21,2.66,1016.96,2023,1,23,23,4,1,冬季
2023-01-24,北京,0.2,76.08,0.28,3.21,1001.49,2023,1,24,24,4,1,冬季
2023-01-25,北京,6.56,66.82,8.11,1.31,1019.32,2023,1,25,25,4,1,冬季
2023-01-26,北京,-4.04,69.23,5.1,5.89,1026.51,2023,1,26,26,4,1,冬季
2023-01-27,北京,-0.96,62.5,2.33,2.58,991.16,2023,1,27,27,4,1,冬季
2023-01-28,北京,0.8,83.33,3.14,4.64,1027.82,2023,1,28,28,4,1,冬季
2023-01-29,北京,-2.64,57.32,0.25,1.55,1002.8,2023,1,29,29,4,1,冬季
2023-01-30,北京,6.8,79.94,0.2,3.67,1024.67,2023,1,30,30,5,1,冬季
2023-01-31,北京,-2.04,77.23,2.37,3.21,1001.21,2023,1,31,31,5,1,冬季
2023-02-01,北京,13.01,72.16,1.28,1.64,1046.06,2023,2,1,32,5,1,冬季
2023-02-02,北京,13.67,64.92,3.23,0.84,1005.91,2023,2,2,33,5,1,冬季
2023-02-03,北京,4.92,71.19,1.49,2.13,1029.85,2023,2,3,34,5,1,冬季
2023-02-04,北京,5.28,62.11,3.16,2.66,1005.63,2023,2,4,35,5,1,冬季
2023-02-05,北京,8.2,64.55,7.8,2.34,1040.11,2023,2,5,36,5,1,冬季
2023-02-06,北京,6.78,63.35,6.45,6.53,1022.36,2023,2,6,37,6,1,冬季
2023-02-07,北京,1.65,57.79,1.31,3.21,1025.33,2023,2,7,38,6,1,冬季
2023-02-08,北京,-2.89,62.65,1.19,0.56,1041.52,2023,2,8,39,6,1,冬季
2023-02-09,北京,11.99,76.25,3.58,5.22,991.62,2023,2,9,40,6,1,冬季
2023-02-10,北京,6.27,41.99,0.75,2.47,1006.1,2023,2,10,41,6,1,冬季
2023-02-11,北京,13.09,77.74,6.02,0.88,1009.15,2023,2,11,42,6,1,冬季
2023-02-12,北京,0.81,77.57,8.89,4.28,994.0,2023,2,12,43,6,1,冬季
2023-02-13,北京,9.69,82.02,2.94,3.24,998.44,2023,2,13,44,7,1,冬季
2023-02-14,北京,16.14,74.73,0.55,1.47,985.5,2023,2,14,45,7,1,冬季
2023-02-15,北京,8.8,56.21,2.13,4.16,1024.06,2023,2,15,46,7,1,冬季
2023-02-16,北京,3.97,68.6,0.94,3.55,1010.72,2023,2,16,47,7,1,冬季
2023-02-17,北京,4.3,65.45,0.68,4.91,1027.49,2023,2,17,48,7,1,冬季
2023-02-18,北京,14.29,69.94,0.04,2.99,1009.5,2023,2,18,49,7,1,冬季
2023-02-19,北京,10.24,67.28,3.47,0.63,1021.59,2023,2,19,50,7,1,冬季
2023-02-20,北京,3.2,50.83,3.06,2.81,997.75,2023,2,20,51,8,1,冬季
2023-02-21,北京,0.09,51.61,0.11,1.96,1040.44,2023,2,21,52,8,1,冬季
2023-02-22,北京,10.03,70.28,1.33,6.46,992.06,2023,2,22,53,8,1,冬季
2023-02-23,北京,11.42,56.02,0.08,2.32,1004.07,2023,2,23,54,8,1,冬季
2023-02-24,北京,-3.76,68.36,4.13,0.64,997.39,2023,2,24,55,8,1,冬季
2023-02-25,北京,-0.03,54.96,2.26,5.19,987.77,2023,2,25,56,8,1,冬季
2023-02-26,北京,5.6,52.31,5.53,8.96,996.03,2023,2,26,57,8,1,冬季
2023-02-27,北京,3.25,60.17,0.38,0.34,1027.9,2023,2,27,58,9,1,冬季
2023-02-28,北京,-1.65,71.16,0.7,5.18,1018.78,2023,2,28,59,9,1,冬季
2023-03-01,北京,18.47,39.72,0.89,3.99,998.06,2023,3,1,60,9,1,春季
2023-03-02,北京,13.86,45.93,3.19,1.58,1015.87,2023,3,2,61,9,1,春季
2023-03-03,北京,19.79,66.64,1.98,4.71,1001.29,2023,3,3,62,9,1,春季
2023-03-04,北京,14.67,56.42,0.81,1.22,1022.89,2023,3,4,63,9,1,春季
2023-03-05,北京,20.33,57.42,0.58,3.46,1016.13,2023,3,5,64,9,1,春季
2023-03-06,北京,8.88,74.25,1.89,1.31,1032.39,2023,3,6,65,10,1,春季
2023-03-07,北京,15.73,52.96,1.47,3.51,1038.51,2023,3,7,66,10,1,春季
2023-03-08,北京,13.26,59.25,0.82,6.22,986.89,2023,3,8,67,10,1,春季
2023-03-09,北京,13.3,59.59,0.15,4.8,1013.17,2023,3,9,68,10,1,春季
2023-03-10,北京,17.89,64.6,1.92,2.79,1014.02,2023,3,10,69,10,1,春季
2023-03-11,北京,11.57,68.2,2.47,2.15,1005.62,2023,3,11,70,10,1,春季
2023-03-12,北京,16.4,33.25,1.3,0.72,1036.5,2023,3,12,71,10,1,春季
