订单ID,用户ID,下单时间,商品类别,商品数量,订单金额,用户评分,是否会员,年份,月份,日期,星期,小时
ORD_000692,USER_0252,2024-03-20 10:25:00,电子产品,1,4385.08,2.0,是,2024,3,2024-03-20,2,10
ORD_000693,USER_0151,2024-04-29 15:48:00,食品饮料,3,452.94,4.0,否,2024,4,2024-04-29,0,15
ORD_000694,USER_0277,2024-01-27 18:14:00,服装鞋帽,1,312.58,5.0,否,2024,1,2024-01-27,5,18
ORD_000695,USER_0195,2024-01-08 14:42:00,美妆护肤,3,345.85,2.0,否,2024,1,2024-01-08,0,14
ORD_000696,USER_0273,2024-02-08 14:55:00,图书文具,3,360.35,4.0,否,2024,2,2024-02-08,3,14
ORD_000697,USER_0211,2024-01-13 10:47:00,美妆护肤,2,110.89,5.0,否,2024,1,2024-01-13,5,10
ORD_000698,USER_0039,2024-02-07 12:02:00,家居用品,1,456.62,4.0,否,2024,2,2024-02-07,2,12
ORD_000699,USER_0219,2024-03-24 18:22:00,食品饮料,3,224.65,5.0,否,2024,3,2024-03-24,6,18
ORD_000700,USER_0103,2024-02-23 17:56:00,食品饮料,1,172.61,4.0,是,2024,2,2024-02-23,4,17
ORD_000701,USER_0088,2024-04-02 13:53:00,家居用品,3,1090.32,1.0,否,2024,4,2024-04-02,1,13
ORD_000702,USER_0051,2024-04-04 16:51:00,运动户外,4,4197.1,5.0,是,2024,4,2024-04-04,3,16
ORD_000703,USER_0303,2024-01-21 11:12:00,电子产品,2,4728.01,3.0,否,2024,1,2024-01-21,6,11
ORD_000704,USER_0040,2024-02-20 18:48:00,电子产品,4,2850.39,5.0,否,2024,2,2024-02-20,1,18
ORD_000705,USER_0167,2024-02-23 22:07:00,服装鞋帽,3,1823.14,4.0,否,2024,2,2024-02-23,4,22
ORD_000706,USER_0309,2024-03-03 11:08:00,食品饮料,2,336.4,3.0,否,2024,3,2024-03-03,6,11
ORD_000707,USER_0077,2024-01-17 12:03:00,服装鞋帽,1,370.01,4.0,是,2024,1,2024-01-17,2,12
ORD_000708,USER_0203,2024-04-18 18:45:00,电子产品,3,1878.29,3.0,是,2024,4,2024-04-18,3,18
ORD_000709,USER_0264,2024-01-02 22:11:00,美妆护肤,3,821.19,3.0,否,2024,1,2024-01-02,1,22
ORD_000710,USER_0347,2024-02-27 15:09:00,电子产品,1,1543.11,4.0,否,2024,2,2024-02-27,1,15
ORD_000711,USER_0078,2024-01-26 13:11:00,服装鞋帽,3,1858.45,4.0,否,2024,1,2024-01-26,4,13
ORD_000712,USER_0069,2024-01-06 16:21:00,食品饮料,2,227.67,2.0,是,2024,1,2024-01-06,5,16
ORD_000713,USER_0245,2024-01-19 15:19:00,图书文具,2,63.25,4.0,否,2024,1,2024-01-19,4,15
ORD_000714,USER_0137,2024-01-29 10:56:00,家居用品,4,876.65,2.0,是,2024,1,2024-01-29,0,10
ORD_000715,USER_0260,2024-04-17 22:36:00,服装鞋帽,2,698.71,3.0,否,2024,4,2024-04-17,2,22
ORD_000716,USER_0067,2024-01-27 13:24:00,家居用品,4,973.02,5.0,否,2024,1,2024-01-27,5,13
ORD_000717,USER_0151,2024-04-29 21:19:00,图书文具,1,118.11,5.0,是,2024,4,2024-04-29,0,21
ORD_000718,USER_0231,2024-03-03 18:14:00,家居用品,2,346.49,2.0,否,2024,3,2024-03-03,6,18
ORD_000719,USER_0338,2024-01-20 12:23:00,食品饮料,4,721.55,3.0,否,2024,1,2024-01-20,5,12
ORD_000720,USER_0055,2024-01-08 22:49:00,食品饮料,1,199.38,1.0,否,2024,1,2024-01-08,0,22
ORD_000721,USER_0010,2024-01-10 14:33:00,电子产品,3,4728.01,5.0,否,2024,1,2024-01-10,2,14
ORD_000722,USER_0103,2024-01-15 13:57:00,服装鞋帽,4,970.83,1.0,是,2024,1,2024-01-15,0,13
ORD_000723,USER_0303,2024-01-22 11:11:00,食品饮料,3,130.11,4.0,否,2024,1,2024-01-22,0,11
ORD_000724,USER_0222,2024-04-09 22:51:00,电子产品,3,4728.01,5.0,是,2024,4,2024-04-09,1,22
ORD_000725,USER_0250,2024-04-21 21:16:00,运动户外,2,2842.65,4.0,否,2024,4,2024-04-21,6,21
ORD_000726,USER_0268,2024-01-24 18:57:00,家居用品,4,1327.25,1.0,否,2024,1,2024-01-24,2,18
ORD_000727,USER_0074,2024-04-11 15:13:00,电子产品,1,4728.01,2.0,是,2024,4,2024-04-11,3,15
ORD_000728,USER_0030,2024-02-14 21:02:00,家居用品,1,359.46,5.0,否,2024,2,2024-02-14,2,21
ORD_000729,USER_0272,2024-01-28 10:29:00,电子产品,4,4728.01,4.0,是,2024,1,2024-01-28,6,10
ORD_000730,USER_0165,2024-02-08 22:14:00,服装鞋帽,3,228.88,4.0,是,2024,2,2024-02-08,3,22
ORD_000731,USER_0139,2024-03-28 17:57:00,图书文具,3,341.16,1.0,否,2024,3,2024-03-28,3,17
ORD_000732,USER_0166,2024-01-16 10:37:00,电子产品,3,4639.77,4.0,是,2024,1,2024-01-16,1,10
ORD_000733,USER_0283,2024-01-17 15:38:00,食品饮料,1,170.86,4.0,否,2024,1,2024-01-17,2,15
ORD_000734,USER_0135,2024-04-15 09:30:00,家居用品,4,1309.21,3.0,否,2024,4,2024-04-15,0,9
ORD_000735,USER_0099,2024-04-29 15:08:00,电子产品,4,4728.01,1.0,是,2024,4,2024-04-29,0,15
ORD_000736,USER_0355,2024-01-09 21:52:00,家居用品,3,553.3,3.0,否,2024,1,2024-01-09,1,21
ORD_000737,USER_0234,2024-04-19 14:47:00,食品饮料,4,609.22,4.0,否,2024,4,2024-04-19,4,14
ORD_000738,USER_0173,2024-03-10 19:42:00,美妆护肤,4,457.16,4.0,是,2024,3,2024-03-10,6,19
ORD_000739,USER_0133,2024-01-28 20:56:00,美妆护肤,1,453.44,3.0,否,2024,1,2024-01-28,6,20
ORD_000740,USER_0123,2024-01-12 13:53:00,图书文具,4,126.69,4.0,是,2024,1,2024-01-12,4,13
ORD_000741,USER_0232,2024-01-16 12:10:00,电子产品,3,4728.01,4.0,是,2024,1,2024-01-16,1,12
ORD_000742,USER_0292,2024-04-24 15:02:00,图书文具,2,136.53,5.0,否,2024,4,2024-04-24,2,15
ORD_000743,USER_0330,2024-04-29 16:43:00,家居用品,4,1292.66,2.0,否,2024,4,2024-04-29,0,16
ORD_000744,USER_0166,2024-01-15 15:51:00,电子产品,2,492.11,2.0,是,2024,1,2024-01-15,0,15
ORD_000745,USER_0342,2024-04-13 17:05:00,家居用品,3,509.61,2.0,是,2024,4,2024-04-13,5,17
ORD_000746,USER_0045,2024-01-24 13:05:00,家居用品,3,797.38,5.0,是,2024,1,2024-01-24,2,13
ORD_000747,USER_0029,2024-01-30 11:01:00,食品饮料,2,61.88,3.0,否,2024,1,2024-01-30,1,11
ORD_000748,USER_0273,2024-04-26 14:16:00,服装鞋帽,1,426.18,3.0,是,2024,4,2024-04-26,4,14
ORD_000749,USER_0268,2024-02-05 15:19:00,食品饮料,4,234.0,5.0,是,2024,2,2024-02-05,0,15
ORD_000750,USER_0211,2024-04-08 20:35:00,服装鞋帽,2,993.29,3.0,否,2024,4,2024-04-08,0,20
ORD_000751,USER_0266,2024-01-22 12:29:00,运动户外,3,1961.41,4.0,否,2024,1,2024-01-22,0,12
ORD_000752,USER_0291,2024-04-14 13:06:00,美妆护肤,4,1497.3,4.0,是,2024,4,2024-04-14,6,13
ORD_000753,USER_0121,2024-02-21 20:55:00,食品饮料,3,110.7,4.0,否,2024,2,2024-02-21,2,20
ORD_000754,USER_0049,2024-03-19 10:55:00,电子产品,1,4380.06,4.0,否,2024,3,2024-03-19,1,10
ORD_000755,USER_0132,2024-01-27 17:45:00,食品饮料,4,306.11,4.0,是,2024,1,2024-01-27,5,17
ORD_000756,USER_0149,2024-03-17 22:30:00,食品饮料,1,162.16,4.0,是,2024,3,2024-03-17,6,22
ORD_000757,USER_0122,2024-01-07 13:56:00,服装鞋帽,1,624.5,4.0,否,2024,1,2024-01-07,6,13
ORD_000758,USER_0310,2024-01-22 21:05:00,图书文具,2,162.61,5.0,是,2024,1,2024-01-22,0,21
ORD_000759,USER_0262,2024-01-25 15:23:00,食品饮料,3,449.47,4.0,否,2024,1,2024-01-25,3,15
ORD_000760,USER_0098,2024-01-14 11:44:00,服装鞋帽,4,3184.26,5.0,是,2024,1,2024-01-14,6,11
ORD_000761,USER_0260,2024-01-18 09:39:00,美妆护肤,4,927.49,5.0,是,2024,1,2024-01-18,3,9
ORD_000762,USER_0019,2024-02-25 09:56:00,食品饮料,1,185.24,4.0,否,2024,2,2024-02-25,6,9
ORD_000763,USER_0158,2024-02-11 17:00:00,运动户外,1,421.54,3.0,否,2024,2,2024-02-11,6,17
ORD_000764,USER_0013,2024-01-08 21:23:00,美妆护肤,4,985.21,5.0,否,2024,1,2024-01-08,0,21
ORD_000765,USER_0103,2024-04-14 09:39:00,电子产品,1,3598.86,1.0,否,2024,4,2024-04-14,6,9
ORD_000766,USER_0325,2024-02-07 13:15:00,电子产品,1,3571.2,4.0,否,2024,2,2024-02-07,2,13
ORD_000767,USER_0057,2024-04-11 18:47:00,运动户外,3,4162.72,4.0,是,2024,4,2024-04-11,3,18
ORD_000768,USER_0306,2024-01-26 10:48:00,图书文具,2,117.95,4.0,是,2024,1,2024-01-26,4,10
ORD_000769,USER_0354,2024-02-01 15:48:00,运动户外,4,1015.43,5.0,否,2024,2,2024-02-01,3,15
ORD_000770,USER_0111,2024-01-29 16:18:00,美妆护肤,2,244.72,4.0,否,2024,1,2024-01-29,0,16
ORD_000771,USER_0102,2024-04-21 14:12:00,运动户外,2,3679.94,5.0,否,2024,4,2024-04-21,6,14
ORD_000772,USER_0069,2024-03-23 11:47:00,服装鞋帽,2,1309.13,4.0,否,2024,3,2024-03-23,5,11
ORD_000773,USER_0140,2024-01-02 20:51:00,食品饮料,2,194.92,4.0,否,2024,1,2024-01-02,1,20
ORD_000774,USER_0323,2024-03-20 10:57:00,电子产品,2,4728.01,3.0,是,2024,3,2024-03-20,2,10
ORD_000775,USER_0326,2024-04-14 16:50:00,图书文具,1,17.11,4.0,否,2024,4,2024-04-14,6,16
ORD_000776,USER_0145,2024-03-10 16:05:00,食品饮料,4,88.58,3.0,否,2024,3,2024-03-10,6,16
ORD_000777,USER_0236,2024-02-29 13:40:00,电子产品,4,401.64,4.0,否,2024,2,2024-02-29,3,13
ORD_000778,USER_0093,2024-04-22 19:32:00,家居用品,3,833.41,4.0,是,2024,4,2024-04-22,0,19
ORD_000779,USER_0232,2024-02-26 18:38:00,食品饮料,1,198.32,4.0,否,2024,2,2024-02-26,0,18
ORD_000780,USER_0185,2024-01-19 17:06:00,运动户外,4,3389.66,3.0,否,2024,1,2024-01-19,4,17
ORD_000781,USER_0058,2024-02-25 11:39:00,食品饮料,2,176.09,5.0,是,2024,2,2024-02-25,6,11
ORD_000782,USER_0136,2024-04-01 11:45:00,食品饮料,3,551.17,5.0,是,2024,4,2024-04-01,0,11
ORD_000783,USER_0178,2024-04-12 17:22:00,服装鞋帽,3,1324.11,2.0,否,2024,4,2024-04-12,4,17
ORD_000784,USER_0195,2024-03-11 13:46:00,图书文具,2,58.81,3.0,否,2024,3,2024-03-11,0,13
ORD_000785,USER_0079,2024-04-09 18:04:00,食品饮料,2,295.44,5.0,是,2024,4,2024-04-09,1,18
ORD_000786,USER_0024,2024-01-28 18:00:00,美妆护肤,2,444.11,4.0,否,2024,1,2024-01-28,6,18
ORD_000787,USER_0011,2024-02-07 22:21:00,电子产品,4,4728.01,4.0,是,2024,2,2024-02-07,2,22
ORD_000788,USER_0354,2024-02-28 17:09:00,家居用品,3,910.43,3.0,是,2024,2,2024-02-28,2,17
ORD_000789,USER_0359,2024-01-30 09:00:00,服装鞋帽,2,176.82,4.0,否,2024,1,2024-01-30,1,9
ORD_000790,USER_0065,2024-03-31 11:48:00,运动户外,4,3263.63,5.0,否,2024,3,2024-03-31,6,11
ORD_000791,USER_0267,2024-03-01 17:24:00,美妆护肤,3,893.94,5.0,否,2024,3,2024-03-01,4,17
ORD_000792,USER_0085,2024-01-12 15:41:00,服装鞋帽,4,930.02,4.0,否,2024,1,2024-01-12,4,15
ORD_000793,USER_0260,2024-02-22 09:17:00,服装鞋帽,4,1991.16,5.0,是,2024,2,2024-02-22,3,9
ORD_000794,USER_0062,2024-04-28 22:29:00,家居用品,1,489.09,5.0,是,2024,4,2024-04-28,6,22
ORD_000795,USER_0044,2024-03-19 22:17:00,图书文具,3,420.59,3.0,否,2024,3,2024-03-19,1,22
ORD_000796,USER_0072,2024-02-11 11:56:00,图书文具,4,465.84,5.0,否,2024,2,2024-02-11,6,11
ORD_000797,USER_0015,2024-03-31 21:52:00,电子产品,1,3895.8,2.0,否,2024,3,2024-03-31,6,21
ORD_000798,USER_0154,2024-04-25 22:51:00,食品饮料,2,139.4,5.0,否,2024,4,2024-04-25,3,22
ORD_000799,USER_0243,2024-01-17 16:26:00,食品饮料,2,224.35,4.0,否,2024,1,2024-01-17,2,16
ORD_000800,USER_0341,2024-03-30 16:13:00,食品饮料,2,159.79,5.0,否,2024,3,2024-03-30,5,16
ORD_000801,USER_0051,2024-04-24 18:36:00,服装鞋帽,4,2200.8,5.0,否,2024,4,2024-04-24,2,18
ORD_000802,USER_0172,2024-01-11 15:52:00,美妆护肤,1,172.48,4.0,否,2024,1,2024-01-11,3,15
ORD_000803,USER_0112,2024-04-24 12:41:00,美妆护肤,1,373.75,1.0,否,2024,4,2024-04-24,2,12
ORD_000804,USER_0202,2024-01-11 16:52:00,服装鞋帽,2,4262.0,4.0,否,2024,1,2024-01-11,3,16
ORD_000805,USER_0143,2024-03-16 17:19:00,电子产品,3,2995.21,3.0,是,2024,3,2024-03-16,5,17
ORD_000806,USER_0204,2024-03-23 11:52:00,美妆护肤,3,709.59,2.0,否,2024,3,2024-03-23,5,11
ORD_000807,USER_0087,2024-01-18 11:33:00,家居用品,2,131.71,5.0,否,2024,1,2024-01-18,3,11
ORD_000808,USER_0329,2024-03-11 12:01:00,电子产品,1,4422.44,4.0,是,2024,3,2024-03-11,0,12
ORD_000809,USER_0135,2024-01-13 16:27:00,服装鞋帽,3,794.47,5.0,是,2024,1,2024-01-13,5,16
ORD_000810,USER_0278,2024-03-11 15:30:00,服装鞋帽,4,2683.55,5.0,是,2024,3,2024-03-11,0,15
ORD_000811,USER_0175,2024-03-31 09:41:00,电子产品,4,4728.01,1.0,否,2024,3,2024-03-31,6,9
ORD_000812,USER_0245,2024-04-04 17:56:00,家居用品,4,1288.87,4.0,否,2024,4,2024-04-04,3,17
ORD_000813,USER_0107,2024-01-05 17:44:00,电子产品,1,1100.45,4.0,否,2024,1,2024-01-05,4,17
ORD_000814,USER_0215,2024-03-14 18:42:00,家居用品,4,656.58,4.0,否,2024,3,2024-03-14,3,18
ORD_000815,USER_0133,2024-03-11 14:34:00,运动户外,4,4728.01,1.0,是,2024,3,2024-03-11,0,14
ORD_000816,USER_0354,2024-01-09 21:13:00,电子产品,3,4728.01,3.0,是,2024,1,2024-01-09,1,21
ORD_000817,USER_0315,2024-01-03 19:13:00,家居用品,4,451.56,2.0,否,2024,1,2024-01-03,2,19
ORD_000818,USER_0336,2024-02-02 10:38:00,家居用品,3,528.65,4.0,是,2024,2,2024-02-02,4,10
ORD_000819,USER_0015,2024-02-08 12:13:00,运动户外,3,834.72,4.0,是,2024,2,2024-02-08,3,12
ORD_000820,USER_0301,2024-03-18 13:50:00,服装鞋帽,2,184.36,3.0,是,2024,3,2024-03-18,0,13
ORD_000821,USER_0193,2024-02-15 21:13:00,图书文具,4,578.39,4.0,是,2024,2,2024-02-15,3,21
ORD_000822,USER_0134,2024-03-10 15:21:00,美妆护肤,4,2298.34,4.0,是,2024,3,2024-03-10,6,15
ORD_000823,USER_0140,2024-03-09 18:16:00,图书文具,4,145.59,3.0,否,2024,3,2024-03-09,5,18
ORD_000824,USER_0238,2024-03-20 15:25:00,服装鞋帽,4,2361.62,3.0,否,2024,3,2024-03-20,2,15
ORD_000825,USER_0329,2024-01-06 20:59:00,美妆护肤,1,420.35,4.0,是,2024,1,2024-01-06,5,20
ORD_000826,USER_0064,2024-01-20 20:55:00,图书文具,4,55.79,3.0,是,2024,1,2024-01-20,5,20
ORD_000827,USER_0144,2024-01-28 15:01:00,服装鞋帽,2,275.6,4.0,是,2024,1,2024-01-28,6,15
ORD_000828,USER_0208,2024-03-12 13:03:00,图书文具,1,125.52,5.0,否,2024,3,2024-03-12,1,13
ORD_000829,USER_0134,2024-02-17 18:07:00,食品饮料,2,217.87,1.0,否,2024,2,2024-02-17,5,18
ORD_000830,USER_0346,2024-04-22 09:31:00,美妆护肤,3,939.45,4.0,是,2024,4,2024-04-22,0,9
ORD_000831,USER_0252,2024-01-09 13:10:00,家居用品,3,1272.38,3.0,是,2024,1,2024-01-09,1,13
ORD_000832,USER_0174,2024-02-12 22:46:00,运动户外,3,483.16,5.0,否,2024,2,2024-02-12,0,22
ORD_000833,USER_0081,2024-02-11 20:21:00,运动户外,1,1207.59,2.0,是,2024,2,2024-02-11,6,20
ORD_000834,USER_0315,2024-03-20 17:32:00,食品饮料,3,41.66,2.0,否,2024,3,2024-03-20,2,17
ORD_000835,USER_0293,2024-01-12 19:19:00,电子产品,4,4728.01,4.0,否,2024,1,2024-01-12,4,19
ORD_000836,USER_0251,2024-04-13 22:41:00,美妆护肤,4,876.62,5.0,是,2024,4,2024-04-13,5,22
ORD_000837,USER_0138,2024-03-27 20:46:00,食品饮料,3,234.0,5.0,否,2024,3,2024-03-27,2,20
ORD_000838,USER_0142,2024-04-03 21:47:00,家居用品,3,1158.38,4.0,否,2024,4,2024-04-03,2,21
ORD_000839,USER_0297,2024-04-04 11:34:00,服装鞋帽,2,468.76,5.0,是,2024,4,2024-04-04,3,11
ORD_000840,USER_0118,2024-03-21 18:31:00,食品饮料,2,258.46,4.0,是,2024,3,2024-03-21,3,18
ORD_000841,USER_0117,2024-01-24 11:27:00,图书文具,2,192.49,4.0,否,2024,1,2024-01-24,2,11
ORD_000842,USER_0148,2024-01-18 10:00:00,电子产品,2,4728.01,5.0,否,2024,1,2024-01-18,3,10
ORD_000843,USER_0234,2024-04-22 19:16:00,电子产品,1,2749.69,4.0,否,2024,4,2024-04-22,0,19
ORD_000844,USER_0175,2024-04-12 17:34:00,服装鞋帽,4,1063.83,4.0,是,2024,4,2024-04-12,4,17
ORD_000845,USER_0163,2024-04-02 16:58:00,美妆护肤,3,767.02,4.0,是,2024,4,2024-04-02,1,16
ORD_000846,USER_0311,2024-02-11 11:46:00,美妆护肤,4,537.48,2.0,是,2024,2,2024-02-11,6,11
ORD_000847,USER_0301,2024-01-03 11:22:00,图书文具,2,187.8,4.0,否,2024,1,2024-01-03,2,11
ORD_000848,USER_0007,2024-03-16 10:57:00,电子产品,1,2315.95,5.0,是,2024,3,2024-03-16,5,10
ORD_000849,USER_0256,2024-04-01 16:30:00,电子产品,4,4728.01,1.0,否,2024,4,2024-04-01,0,16
ORD_000850,USER_0130,2024-01-25 09:05:00,图书文具,4,306.58,3.0,否,2024,1,2024-01-25,3,9
ORD_000851,USER_0060,2024-03-22 11:19:00,服装鞋帽,3,2250.07,5.0,否,2024,3,2024-03-22,4,11
ORD_000852,USER_0206,2024-02-27 12:01:00,运动户外,2,2642.32,5.0,否,2024,2,2024-02-27,1,12
ORD_000853,USER_0304,2024-02-14 10:37:00,电子产品,1,4295.48,4.0,否,2024,2,2024-02-14,2,10
ORD_000854,USER_0083,2024-01-13 16:35:00,图书文具,4,165.22,4.0,是,2024,1,2024-01-13,5,16
ORD_000855,USER_0311,2024-04-17 19:26:00,美妆护肤,2,675.06,5.0,否,2024,4,2024-04-17,2,19
ORD_000856,USER_0029,2024-02-10 14:53:00,家居用品,4,1934.78,5.0,否,2024,2,2024-02-10,5,14
ORD_000857,USER_0094,2024-04-27 18:41:00,服装鞋帽,4,2117.77,5.0,否,2024,4,2024-04-27,5,18
ORD_000858,USER_0184,2024-02-28 17:01:00,运动户外,4,799.37,5.0,否,2024,2,2024-02-28,2,17
ORD_000859,USER_0203,2024-03-04 13:44:00,电子产品,4,4728.01,3.0,是,2024,3,2024-03-04,0,13
ORD_000860,USER_0321,2024-01-23 20:34:00,家居用品,4,253.41,4.0,否,2024,1,2024-01-23,1,20
ORD_000861,USER_0172,2024-02-07 20:33:00,电子产品,1,1410.56,2.0,否,2024,2,2024-02-07,2,20
ORD_000862,USER_0312,2024-04-13 12:19:00,服装鞋帽,1,400.65,1.0,否,2024,4,2024-04-13,5,12
ORD_000863,USER_0054,2024-01-21 13:30:00,家居用品,4,1222.03,5.0,否,2024,1,2024-01-21,6,13
ORD_000864,USER_0113,2024-01-15 19:58:00,食品饮料,2,2362.6,5.0,否,2024,1,2024-01-15,0,19
ORD_000865,USER_0051,2024-03-30 15:37:00,图书文具,4,205.27,5.0,否,2024,3,2024-03-30,5,15
ORD_000866,USER_0145,2024-03-18 15:08:00,电子产品,4,4728.01,2.0,是,2024,3,2024-03-18,0,15
ORD_000867,USER_0355,2024-02-25 20:21:00,食品饮料,4,696.95,3.0,否,2024,2,2024-02-25,6,20
ORD_000868,USER_0347,2024-03-16 11:33:00,服装鞋帽,3,2262.1,4.0,否,2024,3,2024-03-16,5,11
ORD_000869,USER_0290,2024-01-19 12:07:00,服装鞋帽,4,851.71,3.0,否,2024,1,2024-01-19,4,12
ORD_000870,USER_0328,2024-02-21 17:58:00,电子产品,3,4728.01,4.0,否,2024,2,2024-02-21,2,17
ORD_000871,USER_0280,2024-02-05 12:13:00,食品饮料,4,620.04,4.0,否,2024,2,2024-02-05,0,12
ORD_000872,USER_0250,2024-04-14 16:44:00,电子产品,1,836.63,4.0,是,2024,4,2024-04-14,6,16
ORD_000873,USER_0076,2024-03-03 19:07:00,食品饮料,4,418.33,4.0,是,2024,3,2024-03-03,6,19
ORD_000874,USER_0243,2024-02-02 19:24:00,家居用品,2,384.62,4.0,否,2024,2,2024-02-02,4,19
ORD_000875,USER_0122,2024-04-22 14:25:00,食品饮料,3,480.71,4.0,是,2024,4,2024-04-22,0,14
ORD_000876,USER_0106,2024-04-12 22:47:00,电子产品,2,4728.01,4.0,是,2024,4,2024-04-12,4,22
ORD_000877,USER_0006,2024-01-15 14:16:00,家居用品,3,785.21,4.0,是,2024,1,2024-01-15,0,14
ORD_000878,USER_0218,2024-02-12 16:46:00,家居用品,1,357.49,5.0,否,2024,2,2024-02-12,0,16
ORD_000879,USER_0078,2024-04-20 14:56:00,运动户外,1,1848.65,2.0,是,2024,4,2024-04-20,5,14
ORD_000880,USER_0308,2024-02-11 10:42:00,服装鞋帽,2,1191.32,5.0,否,2024,2,2024-02-11,6,10
ORD_000881,USER_0245,2024-04-10 11:04:00,美妆护肤,3,357.52,3.0,是,2024,4,2024-04-10,2,11
ORD_000882,USER_0028,2024-01-17 10:28:00,家居用品,3,790.0,3.0,是,2024,1,2024-01-17,2,10
ORD_000883,USER_0107,2024-03-19 15:23:00,服装鞋帽,2,1079.43,4.0,否,2024,3,2024-03-19,1,15
ORD_000884,USER_0304,2024-04-20 16:33:00,家居用品,3,1446.92,5.0,否,2024,4,2024-04-20,5,16
ORD_000885,USER_0144,2024-03-13 21:03:00,美妆护肤,1,260.0,3.0,否,2024,3,2024-03-13,2,21
ORD_000886,USER_0242,2024-02-06 10:08:00,家居用品,2,848.81,4.0,是,2024,2,2024-02-06,1,10
ORD_000887,USER_0327,2024-01-14 17:30:00,电子产品,2,3735.18,5.0,否,2024,1,2024-01-14,6,17
ORD_000888,USER_0307,2024-02-10 21:18:00,食品饮料,4,215.07,4.0,否,2024,2,2024-02-10,5,21
ORD_000889,USER_0154,2024-03-31 18:15:00,服装鞋帽,4,1291.05,5.0,否,2024,3,2024-03-31,6,18
ORD_000890,USER_0227,2024-03-21 13:28:00,家居用品,3,591.9,1.0,否,2024,3,2024-03-21,3,13
ORD_000891,USER_0109,2024-04-21 12:03:00,美妆护肤,1,272.19,4.0,是,2024,4,2024-04-21,6,12
ORD_000892,USER_0176,2024-02-28 12:05:00,运动户外,3,4728.01,4.0,是,2024,2,2024-02-28,2,12
ORD_000893,USER_0111,2024-01-02 17:53:00,美妆护肤,3,419.29,3.0,是,2024,1,2024-01-02,1,17
ORD_000894,USER_0221,2024-01-13 17:29:00,电子产品,2,4728.01,2.0,否,2024,1,2024-01-13,5,17
ORD_000895,USER_0326,2024-03-07 16:50:00,家居用品,1,312.26,4.0,否,2024,3,2024-03-07,3,16
ORD_000896,USER_0074,2024-02-21 19:46:00,家居用品,4,1339.38,5.0,否,2024,2,2024-02-21,2,19
ORD_000897,USER_0018,2024-03-10 20:58:00,食品饮料,4,460.56,4.0,否,2024,3,2024-03-10,6,20
ORD_000898,USER_0197,2024-01-27 17:57:00,电子产品,1,743.66,4.0,否,2024,1,2024-01-27,5,17
ORD_000899,USER_0219,2024-01-14 14:01:00,美妆护肤,3,228.92,5.0,是,2024,1,2024-01-14,6,14
ORD_000900,USER_0076,2024-01-01 10:44:00,服装鞋帽,4,3063.03,5.0,否,2024,1,2024-01-01,0,10
ORD_000901,USER_0225,2024-01-05 20:12:00,电子产品,4,4199.84,4.0,是,2024,1,2024-01-05,4,20
ORD_000902,USER_0219,2024-02-18 11:34:00,服装鞋帽,3,2086.9,3.0,是,2024,2,2024-02-18,6,11
ORD_000903,USER_0343,2024-03-10 11:13:00,美妆护肤,1,595.67,4.0,否,2024,3,2024-03-10,6,11
ORD_000904,USER_0241,2024-01-24 15:37:00,家居用品,3,457.6,4.0,否,2024,1,2024-01-24,2,15
ORD_000905,USER_0001,2024-01-04 22:51:00,美妆护肤,1,432.33,4.0,否,2024,1,2024-01-04,3,22
ORD_000906,USER_0209,2024-01-10 09:25:00,电子产品,3,4728.01,5.0,是,2024,1,2024-01-10,2,9
ORD_000907,USER_0329,2024-03-10 12:03:00,服装鞋帽,3,2061.3,5.0,否,2024,3,2024-03-10,6,12
ORD_000908,USER_0199,2024-03-05 12:22:00,食品饮料,2,249.29,2.0,否,2024,3,2024-03-05,1,12
ORD_000909,USER_0119,2024-04-17 09:44:00,服装鞋帽,1,692.53,5.0,是,2024,4,2024-04-17,2,9
ORD_000910,USER_0343,2024-01-31 13:17:00,电子产品,4,1220.06,5.0,否,2024,1,2024-01-31,2,13
ORD_000911,USER_0182,2024-01-13 09:26:00,美妆护肤,4,1034.81,5.0,是,2024,1,2024-01-13,5,9
ORD_000912,USER_0241,2024-03-27 10:16:00,服装鞋帽,1,295.98,2.0,否,2024,3,2024-03-27,2,10
ORD_000913,USER_0195,2024-01-02 13:10:00,家居用品,3,119.52,4.0,否,2024,1,2024-01-02,1,13
ORD_000914,USER_0199,2024-01-21 16:30:00,电子产品,2,1620.11,4.0,是,2024,1,2024-01-21,6,16
ORD_000915,USER_0337,2024-02-24 09:30:00,电子产品,4,4385.08,4.0,否,2024,2,2024-02-24,5,9
ORD_000916,USER_0028,2024-02-17 16:02:00,服装鞋帽,4,1890.24,4.0,否,2024,2,2024-02-17,5,16
ORD_000917,USER_0338,2024-03-14 15:44:00,家居用品,4,822.94,5.0,是,2024,3,2024-03-14,3,15
ORD_000918,USER_0194,2024-04-24 16:55:00,美妆护肤,3,1110.8,5.0,是,2024,4,2024-04-24,2,16
ORD_000919,USER_0032,2024-02-07 09:29:00,美妆护肤,2,108.06,5.0,是,2024,2,2024-02-07,2,9
ORD_000920,USER_0217,2024-03-25 18:17:00,运动户外,1,547.2,4.0,是,2024,3,2024-03-25,0,18
ORD_000921,USER_0249,2024-01-27 22:19:00,食品饮料,2,97.78,5.0,否,2024,1,2024-01-27,5,22
ORD_000922,USER_0004,2024-03-05 22:23:00,运动户外,4,4638.66,3.0,否,2024,3,2024-03-05,1,22
