订单ID,用户ID,商品ID,交易时间,商品类别,单价,数量,交易金额,用户评分,订单状态,支付方式,用户性别,年龄段,地区,交易日期,交易月份,交易星期,交易小时
ORD_000450,USER_0101,PROD_00197,2026-03-10 16:31:00.263733,食品,220.09,2,440.18,4.0,已完成,支付宝,女,26-35,西南,2026-03-10,2026-03,Tuesday,16
ORD_000451,USER_0008,PROD_00011,2026-03-10 17:00:38.263733,食品,72.27,4,289.08,5.0,已完成,银行卡,男,18-25,华中,2026-03-10,2026-03,Tuesday,17
ORD_000452,USER_0053,PROD_00234,2026-03-10 23:38:22.263733,母婴,1041.91,1,1041.91,4.0,已完成,支付宝,女,18-25,华南,2026-03-10,2026-03,Tuesday,23
ORD_000453,USER_0060,PROD_00195,2026-03-11 02:21:59.263733,图书,185.44,1,185.44,2.0,已完成,支付宝,女,26-35,华南,2026-03-11,2026-03,Wednesday,2
ORD_000454,USER_0108,PROD_00119,2026-03-11 16:26:17.263733,家居,1327.74,2,2655.48,5.0,已完成,支付宝,男,26-35,华南,2026-03-11,2026-03,Wednesday,16
ORD_000455,USER_0005,PROD_00020,2026-03-11 17:03:40.263733,家居,1449.48,2,2898.96,4.0,已完成,银行卡,女,36-45,华中,2026-03-11,2026-03,Wednesday,17
ORD_000456,USER_0103,PROD_00261,2026-03-11 19:53:14.263733,家居,1483.88,1,1483.88,5.0,已完成,微信支付,女,26-35,华中,2026-03-11,2026-03,Wednesday,19
ORD_000457,USER_0196,PROD_00293,2026-03-11 20:17:41.263733,服装,264.38,1,264.38,3.0,已完成,支付宝,男,26-35,华中,2026-03-11,2026-03,Wednesday,20
ORD_000458,USER_0006,PROD_00256,2026-03-12 00:10:50.263733,食品,300.0,1,300.0,4.0,已完成,微信支付,女,26-35,华北,2026-03-12,2026-03,Thursday,0
ORD_000459,USER_0109,PROD_00222,2026-03-12 01:09:19.263733,电子产品,2739.5112500000005,1,3376.64,4.0,已完成,微信支付,男,18-25,华东,2026-03-12,2026-03,Thursday,1
ORD_000460,USER_0116,PROD_00226,2026-03-12 07:29:16.263733,食品,149.94,1,6233.206249999999,2.0,已完成,微信支付,男,26-35,华南,2026-03-12,2026-03,Thursday,7
ORD_000461,USER_0094,PROD_00053,2026-03-12 10:11:48.263733,家居,859.48,2,1718.96,1.0,已完成,支付宝,男,55+,华南,2026-03-12,2026-03,Thursday,10
ORD_000462,USER_0047,PROD_00280,2026-03-12 12:42:15.263733,服装,543.41,1,543.41,5.0,已完成,银行卡,男,46-55,华南,2026-03-12,2026-03,Thursday,12
ORD_000463,USER_0099,PROD_00081,2026-03-12 13:38:21.263733,母婴,584.56,1,584.56,3.0,已退款,支付宝,女,26-35,华中,2026-03-12,2026-03,Thursday,13
ORD_000464,USER_0055,PROD_00202,2026-03-12 18:16:24.263733,图书,113.74,2,227.48,3.0,已完成,微信支付,男,26-35,华南,2026-03-12,2026-03,Thursday,18
ORD_000465,USER_0168,PROD_00158,2026-03-12 22:35:57.263733,美妆,283.08,2,566.16,4.0,已完成,支付宝,女,36-45,华东,2026-03-12,2026-03,Thursday,22
ORD_000466,USER_0052,PROD_00120,2026-03-12 23:53:46.263733,家居,1817.06,3,5451.18,5.0,已完成,支付宝,男,26-35,华南,2026-03-12,2026-03,Thursday,23
ORD_000467,USER_0144,PROD_00059,2026-03-13 00:05:53.263733,运动,1104.78,2,2209.56,2.0,已完成,支付宝,女,26-35,东北,2026-03-13,2026-03,Friday,0
ORD_000468,USER_0013,PROD_00215,2026-03-13 03:11:28.263733,电子产品,2739.5112500000005,1,3672.19,4.0,已完成,微信支付,女,18-25,华东,2026-03-13,2026-03,Friday,3
ORD_000469,USER_0114,PROD_00128,2026-03-13 11:17:20.263733,运动,624.82,3,1874.46,3.0,已完成,支付宝,女,26-35,华北,2026-03-13,2026-03,Friday,11
ORD_000470,USER_0124,PROD_00224,2026-03-13 15:10:00.263733,电子产品,2739.5112500000005,2,6233.206249999999,2.0,已完成,银行卡,男,46-55,华南,2026-03-13,2026-03,Friday,15
ORD_000471,USER_0106,PROD_00209,2026-03-13 16:24:22.263733,运动,554.68,1,554.68,2.0,已完成,支付宝,男,36-45,华东,2026-03-13,2026-03,Friday,16
ORD_000472,USER_0158,PROD_00115,2026-03-13 18:36:14.263733,服装,452.49,2,6233.206249999999,5.0,已完成,微信支付,男,18-25,华南,2026-03-13,2026-03,Friday,18
ORD_000473,USER_0147,PROD_00209,2026-03-13 19:11:12.263733,图书,196.6,4,786.4,3.0,已完成,银行卡,女,18-25,华北,2026-03-13,2026-03,Friday,19
ORD_000474,USER_0145,PROD_00014,2026-03-13 22:34:17.263733,图书,73.32,1,73.32,2.0,已完成,微信支付,女,36-45,华南,2026-03-13,2026-03,Friday,22
ORD_000475,USER_0120,PROD_00009,2026-03-13 22:39:21.263733,电子产品,2739.5112500000005,1,5110.1,4.0,已完成,微信支付,男,36-45,西南,2026-03-13,2026-03,Friday,22
ORD_000476,USER_0063,PROD_00040,2026-03-14 04:37:43.263733,食品,181.51,1,181.51,5.0,已完成,微信支付,男,36-45,华东,2026-03-14,2026-03,Saturday,4
ORD_000477,USER_0019,PROD_00237,2026-03-14 06:26:44.263733,母婴,728.66,1,728.66,4.0,已完成,支付宝,女,36-45,华东,2026-03-14,2026-03,Saturday,6
ORD_000478,USER_0092,PROD_00281,2026-03-14 08:11:51.263733,食品,120.49,1,120.49,4.0,已完成,银行卡,男,18-25,西北,2026-03-14,2026-03,Saturday,8
ORD_000479,USER_0058,PROD_00201,2026-03-14 13:12:31.263733,运动,1450.16,2,2900.32,2.0,已完成,支付宝,女,36-45,华南,2026-03-14,2026-03,Saturday,13
ORD_000480,USER_0183,PROD_00246,2026-03-14 13:26:36.263733,家居,752.85,1,752.85,4.0,已完成,微信支付,女,36-45,华北,2026-03-14,2026-03,Saturday,13
ORD_000481,USER_0090,PROD_00278,2026-03-14 14:50:29.263733,服装,171.76,4,687.04,4.0,已完成,微信支付,女,26-35,华中,2026-03-14,2026-03,Saturday,14
ORD_000482,USER_0117,PROD_00235,2026-03-14 19:04:19.263733,服装,585.44,3,1756.32,4.0,已完成,支付宝,男,36-45,华南,2026-03-14,2026-03,Saturday,19
ORD_000483,USER_0062,PROD_00004,2026-03-14 21:13:08.263733,服装,233.09,2,466.18,4.0,已完成,支付宝,男,18-25,华北,2026-03-14,2026-03,Saturday,21
ORD_000484,USER_0023,PROD_00154,2026-03-14 23:33:01.263733,美妆,741.99,3,2225.97,4.0,已完成,微信支付,女,18-25,华东,2026-03-14,2026-03,Saturday,23
ORD_000485,USER_0127,PROD_00029,2026-03-14 23:59:47.263733,食品,300.0,1,300.0,3.0,已完成,银行卡,女,18-25,华东,2026-03-14,2026-03,Saturday,23
ORD_000486,USER_0137,PROD_00109,2026-03-15 01:39:03.263733,食品,212.36,1,212.36,4.0,已完成,信用卡,男,18-25,华东,2026-03-15,2026-03,Sunday,1
ORD_000487,USER_0140,PROD_00098,2026-03-15 03:05:13.263733,食品,264.84,2,529.68,2.0,已完成,微信支付,男,26-35,华中,2026-03-15,2026-03,Sunday,3
ORD_000488,USER_0129,PROD_00215,2026-03-15 04:09:20.263733,家居,2000.0,3,6000.0,5.0,已完成,微信支付,女,26-35,华东,2026-03-15,2026-03,Sunday,4
ORD_000489,USER_0058,PROD_00293,2026-03-15 05:40:21.263733,运动,1281.02,3,3843.06,5.0,已完成,信用卡,女,26-35,华北,2026-03-15,2026-03,Sunday,5
ORD_000490,USER_0122,PROD_00075,2026-03-15 06:20:19.263733,母婴,902.49,1,902.49,5.0,已完成,支付宝,女,26-35,西北,2026-03-15,2026-03,Sunday,6
ORD_000491,USER_0001,PROD_00146,2026-03-15 09:13:17.263733,食品,300.0,4,1200.0,5.0,已完成,支付宝,女,26-35,华南,2026-03-15,2026-03,Sunday,9
ORD_000492,USER_0034,PROD_00128,2026-03-15 09:25:56.263733,运动,1500.0,1,1500.0,5.0,已完成,微信支付,男,18-25,华南,2026-03-15,2026-03,Sunday,9
ORD_000493,USER_0096,PROD_00042,2026-03-15 09:26:07.263733,美妆,1000.0,3,3000.0,5.0,已完成,银行卡,男,36-45,华南,2026-03-15,2026-03,Sunday,9
ORD_000494,USER_0126,PROD_00041,2026-03-15 16:43:49.263733,家居,793.59,5,3967.95,4.0,已完成,银行卡,女,26-35,华南,2026-03-15,2026-03,Sunday,16
ORD_000495,USER_0118,PROD_00034,2026-03-15 18:04:03.263733,母婴,388.72,1,388.72,5.0,已完成,微信支付,女,26-35,华南,2026-03-15,2026-03,Sunday,18
ORD_000496,USER_0048,PROD_00017,2026-03-15 18:39:31.263733,服装,322.3,2,644.6,4.0,已退款,支付宝,男,46-55,华北,2026-03-15,2026-03,Sunday,18
ORD_000497,USER_0089,PROD_00165,2026-03-15 18:44:15.263733,电子产品,2739.5112500000005,1,6042.03,4.0,已完成,微信支付,男,36-45,东北,2026-03-15,2026-03,Sunday,18
ORD_000498,USER_0117,PROD_00153,2026-03-15 20:23:44.263733,运动,855.44,1,855.44,5.0,已完成,支付宝,女,46-55,西北,2026-03-15,2026-03,Sunday,20
ORD_000499,USER_0129,PROD_00076,2026-03-15 23:45:30.263733,食品,139.8,2,279.6,4.0,已完成,支付宝,男,26-35,西南,2026-03-15,2026-03,Sunday,23
ORD_000500,USER_0016,PROD_00087,2026-03-16 11:17:33.263733,运动,1045.52,2,2091.04,4.0,已完成,银行卡,男,18-25,西南,2026-03-16,2026-03,Monday,11
ORD_000501,USER_0189,PROD_00117,2026-03-16 14:43:46.263733,图书,52.72,4,210.88,4.0,已完成,支付宝,女,36-45,华南,2026-03-16,2026-03,Monday,14
ORD_000502,USER_0192,PROD_00027,2026-03-16 21:15:56.263733,电子产品,2739.5112500000005,2,6233.206249999999,2.0,已完成,银行卡,女,18-25,华北,2026-03-16,2026-03,Monday,21
ORD_000503,USER_0191,PROD_00287,2026-03-16 21:30:42.263733,图书,192.43,1,192.43,4.0,已完成,微信支付,女,26-35,西南,2026-03-16,2026-03,Monday,21
ORD_000504,USER_0069,PROD_00134,2026-03-16 21:48:42.263733,食品,203.99,3,611.97,5.0,已完成,微信支付,男,18-25,华南,2026-03-16,2026-03,Monday,21
ORD_000505,USER_0022,PROD_00219,2026-03-16 22:19:44.263733,食品,219.06,4,876.24,5.0,已完成,支付宝,女,36-45,西北,2026-03-16,2026-03,Monday,22
ORD_000506,USER_0093,PROD_00168,2026-03-16 23:28:39.263733,家居,2000.0,1,2000.0,4.0,已完成,支付宝,女,18-25,华南,2026-03-16,2026-03,Monday,23
ORD_000507,USER_0195,PROD_00098,2026-03-17 02:20:18.263733,图书,106.42,5,532.1,3.0,已完成,支付宝,女,46-55,华北,2026-03-17,2026-03,Tuesday,2
ORD_000508,USER_0076,PROD_00268,2026-03-17 03:37:17.263733,电子产品,2739.5112500000005,1,3066.0,4.0,已完成,信用卡,女,46-55,华北,2026-03-17,2026-03,Tuesday,3
ORD_000509,USER_0154,PROD_00237,2026-03-17 07:18:26.263733,食品,280.95,3,842.85,5.0,已完成,银行卡,男,26-35,西北,2026-03-17,2026-03,Tuesday,7
ORD_000510,USER_0144,PROD_00173,2026-03-17 07:37:19.263733,美妆,942.9,1,942.9,4.0,已完成,微信支付,男,36-45,华东,2026-03-17,2026-03,Tuesday,7
ORD_000511,USER_0179,PROD_00190,2026-03-17 09:46:51.263733,美妆,694.05,1,694.05,4.0,已完成,支付宝,男,36-45,华中,2026-03-17,2026-03,Tuesday,9
ORD_000512,USER_0086,PROD_00122,2026-03-17 10:32:44.263733,美妆,484.55,1,484.55,2.0,已完成,信用卡,男,36-45,华南,2026-03-17,2026-03,Tuesday,10
ORD_000513,USER_0185,PROD_00046,2026-03-17 11:03:47.263733,电子产品,2739.5112500000005,2,6233.206249999999,1.0,已退款,支付宝,女,26-35,华东,2026-03-17,2026-03,Tuesday,11
ORD_000514,USER_0029,PROD_00064,2026-03-17 13:15:01.263733,服装,224.46,1,224.46,5.0,已完成,支付宝,女,36-45,华中,2026-03-17,2026-03,Tuesday,13
ORD_000515,USER_0069,PROD_00130,2026-03-17 13:57:20.263733,服装,741.42,1,741.42,4.0,已完成,支付宝,女,26-35,华北,2026-03-17,2026-03,Tuesday,13
ORD_000516,USER_0047,PROD_00193,2026-03-17 18:04:25.263733,运动,1354.05,2,2708.1,5.0,已完成,信用卡,女,46-55,华北,2026-03-17,2026-03,Tuesday,18
ORD_000517,USER_0094,PROD_00181,2026-03-17 21:40:04.263733,服装,220.58,4,882.32,2.0,已完成,支付宝,男,26-35,华南,2026-03-17,2026-03,Tuesday,21
ORD_000518,USER_0190,PROD_00292,2026-03-18 03:33:24.263733,服装,655.83,1,655.83,5.0,已完成,支付宝,男,26-35,华南,2026-03-18,2026-03,Wednesday,3
ORD_000519,USER_0197,PROD_00282,2026-03-18 03:49:33.263733,母婴,936.29,1,936.29,5.0,已完成,信用卡,男,36-45,华北,2026-03-18,2026-03,Wednesday,3
ORD_000520,USER_0144,PROD_00029,2026-03-18 05:01:03.263733,电子产品,2549.59,1,2549.59,4.0,已完成,支付宝,男,36-45,华南,2026-03-18,2026-03,Wednesday,5
ORD_000521,USER_0176,PROD_00149,2026-03-18 05:47:08.263733,母婴,418.58,1,418.58,3.0,已完成,支付宝,男,26-35,华东,2026-03-18,2026-03,Wednesday,5
ORD_000522,USER_0085,PROD_00267,2026-03-18 06:43:22.263733,美妆,632.79,3,1898.37,4.0,已完成,微信支付,女,18-25,西北,2026-03-18,2026-03,Wednesday,6
ORD_000523,USER_0039,PROD_00296,2026-03-18 12:52:00.263733,运动,647.54,3,1942.62,5.0,已完成,银行卡,女,26-35,华南,2026-03-18,2026-03,Wednesday,12
ORD_000524,USER_0100,PROD_00011,2026-03-18 16:25:55.263733,服装,800.0,2,1600.0,4.0,已完成,微信支付,男,46-55,华中,2026-03-18,2026-03,Wednesday,16
ORD_000525,USER_0033,PROD_00164,2026-03-18 17:06:58.263733,电子产品,2739.5112500000005,1,6233.206249999999,5.0,已完成,货到付款,男,36-45,华南,2026-03-18,2026-03,Wednesday,17
ORD_000526,USER_0101,PROD_00113,2026-03-18 17:40:25.263733,美妆,665.3,3,1995.9,5.0,已完成,微信支付,女,36-45,华南,2026-03-18,2026-03,Wednesday,17
ORD_000527,USER_0023,PROD_00187,2026-03-18 18:08:44.263733,运动,1026.15,2,2052.3,5.0,已完成,支付宝,男,18-25,华南,2026-03-18,2026-03,Wednesday,18
ORD_000528,USER_0010,PROD_00295,2026-03-18 20:04:06.263733,美妆,1000.0,3,3000.0,5.0,已完成,货到付款,女,26-35,华南,2026-03-18,2026-03,Wednesday,20
ORD_000529,USER_0069,PROD_00232,2026-03-18 21:55:52.263733,电子产品,2739.5112500000005,2,6233.206249999999,3.0,已完成,微信支付,女,36-45,华南,2026-03-18,2026-03,Wednesday,21
ORD_000530,USER_0100,PROD_00227,2026-03-18 22:18:54.263733,美妆,674.03,3,2022.09,4.0,已完成,支付宝,女,36-45,华南,2026-03-18,2026-03,Wednesday,22
ORD_000531,USER_0034,PROD_00098,2026-03-18 23:19:37.263733,美妆,321.59,2,643.18,3.0,已完成,微信支付,男,18-25,华南,2026-03-18,2026-03,Wednesday,23
ORD_000532,USER_0180,PROD_00055,2026-03-19 01:22:34.263733,美妆,1000.0,1,1000.0,5.0,已完成,支付宝,女,46-55,华东,2026-03-19,2026-03,Thursday,1
ORD_000533,USER_0138,PROD_00111,2026-03-19 03:40:58.263733,美妆,302.42,4,1209.68,5.0,已完成,支付宝,女,26-35,华南,2026-03-19,2026-03,Thursday,3
ORD_000534,USER_0147,PROD_00152,2026-03-19 04:41:42.263733,运动,675.71,2,1351.42,5.0,已完成,支付宝,女,18-25,华东,2026-03-19,2026-03,Thursday,4
ORD_000535,USER_0186,PROD_00246,2026-03-19 08:56:25.263733,家居,443.76,2,887.52,4.0,已完成,微信支付,男,26-35,华东,2026-03-19,2026-03,Thursday,8
ORD_000536,USER_0096,PROD_00069,2026-03-19 11:19:54.263733,电子产品,2739.5112500000005,1,5564.0,3.0,已完成,银行卡,男,26-35,西北,2026-03-19,2026-03,Thursday,11
ORD_000537,USER_0001,PROD_00289,2026-03-19 15:32:57.263733,食品,167.16,2,334.32,5.0,已完成,微信支付,女,26-35,华北,2026-03-19,2026-03,Thursday,15
ORD_000538,USER_0069,PROD_00250,2026-03-19 17:01:49.263733,电子产品,2739.5112500000005,2,6233.206249999999,4.0,已完成,货到付款,女,18-25,华北,2026-03-19,2026-03,Thursday,17
ORD_000539,USER_0004,PROD_00036,2026-03-19 17:07:27.263733,食品,64.97,1,64.97,3.0,已完成,支付宝,女,18-25,华南,2026-03-19,2026-03,Thursday,17
ORD_000540,USER_0016,PROD_00239,2026-03-19 18:27:43.263733,食品,270.39,1,270.39,5.0,已完成,支付宝,女,36-45,西南,2026-03-19,2026-03,Thursday,18
ORD_000541,USER_0024,PROD_00148,2026-03-19 21:12:51.263733,电子产品,2739.5112500000005,2,5676.58,2.0,已完成,支付宝,女,18-25,华北,2026-03-19,2026-03,Thursday,21
ORD_000542,USER_0080,PROD_00227,2026-03-20 03:56:35.263733,服装,394.49,3,1183.47,4.0,已完成,支付宝,男,18-25,华中,2026-03-20,2026-03,Friday,3
ORD_000543,USER_0002,PROD_00244,2026-03-20 05:44:11.263733,电子产品,2739.5112500000005,2,6233.206249999999,4.0,已完成,支付宝,女,26-35,华南,2026-03-20,2026-03,Friday,5
ORD_000544,USER_0128,PROD_00201,2026-03-20 12:17:35.263733,运动,900.24,1,900.24,3.0,已完成,银行卡,女,26-35,西北,2026-03-20,2026-03,Friday,12
ORD_000545,USER_0160,PROD_00154,2026-03-20 12:23:29.263733,图书,129.86,2,259.72,5.0,已完成,信用卡,女,36-45,华中,2026-03-20,2026-03,Friday,12
ORD_000546,USER_0084,PROD_00073,2026-03-20 20:24:52.263733,电子产品,2739.5112500000005,1,6233.206249999999,3.0,已完成,信用卡,女,26-35,西南,2026-03-20,2026-03,Friday,20
ORD_000547,USER_0152,PROD_00201,2026-03-20 20:24:55.263733,母婴,947.92,1,947.92,3.0,已完成,支付宝,男,36-45,华东,2026-03-20,2026-03,Friday,20
ORD_000548,USER_0140,PROD_00296,2026-03-20 21:00:03.263733,食品,130.7,1,6233.206249999999,3.0,已完成,银行卡,女,36-45,华东,2026-03-20,2026-03,Friday,21
ORD_000549,USER_0178,PROD_00017,2026-03-20 22:20:13.263733,服装,391.06,1,391.06,5.0,已完成,支付宝,男,18-25,华东,2026-03-20,2026-03,Friday,22
ORD_000550,USER_0163,PROD_00129,2026-03-21 02:56:17.263733,电子产品,2739.5112500000005,1,4724.96,4.0,已完成,支付宝,男,18-25,华东,2026-03-21,2026-03,Saturday,2
ORD_000551,USER_0124,PROD_00217,2026-03-21 07:56:36.263733,食品,99.05,1,99.05,4.0,已完成,银行卡,女,26-35,西南,2026-03-21,2026-03,Saturday,7
ORD_000552,USER_0033,PROD_00061,2026-03-21 13:29:36.263733,运动,1299.89,1,1299.89,1.0,已完成,微信支付,男,26-35,华东,2026-03-21,2026-03,Saturday,13
ORD_000553,USER_0161,PROD_00104,2026-03-21 15:06:53.263733,美妆,606.51,1,606.51,2.0,已完成,支付宝,女,36-45,华东,2026-03-21,2026-03,Saturday,15
ORD_000554,USER_0189,PROD_00042,2026-03-21 16:22:00.263733,电子产品,2739.5112500000005,2,6233.206249999999,4.0,已完成,微信支付,男,26-35,华东,2026-03-21,2026-03,Saturday,16
ORD_000555,USER_0179,PROD_00025,2026-03-21 16:30:01.263733,电子产品,2739.5112500000005,1,6233.206249999999,5.0,已完成,支付宝,男,26-35,华东,2026-03-21,2026-03,Saturday,16
ORD_000556,USER_0171,PROD_00039,2026-03-21 17:31:59.263733,食品,145.97,1,145.97,5.0,已完成,微信支付,女,18-25,华东,2026-03-21,2026-03,Saturday,17
ORD_000557,USER_0101,PROD_00291,2026-03-21 22:11:27.263733,服装,387.95,3,1163.85,2.0,已完成,微信支付,女,18-25,华中,2026-03-21,2026-03,Saturday,22
ORD_000558,USER_0012,PROD_00131,2026-03-21 22:47:04.263733,服装,333.54,1,333.54,4.0,已完成,货到付款,女,26-35,华北,2026-03-21,2026-03,Saturday,22
ORD_000559,USER_0067,PROD_00229,2026-03-21 23:11:40.263733,服装,504.53,2,1009.06,5.0,已完成,支付宝,女,26-35,华东,2026-03-21,2026-03,Saturday,23
ORD_000560,USER_0065,PROD_00108,2026-03-22 01:28:33.263733,运动,921.74,1,6233.206249999999,4.0,已完成,支付宝,女,26-35,华南,2026-03-22,2026-03,Sunday,1
ORD_000561,USER_0161,PROD_00172,2026-03-22 04:13:00.263733,图书,78.83,1,78.83,5.0,已完成,微信支付,男,18-25,华南,2026-03-22,2026-03,Sunday,4
ORD_000562,USER_0168,PROD_00102,2026-03-22 04:17:00.263733,食品,141.82,2,283.64,3.0,已完成,微信支付,男,36-45,华东,2026-03-22,2026-03,Sunday,4
ORD_000563,USER_0074,PROD_00012,2026-03-22 04:23:54.263733,图书,79.1,2,158.2,5.0,已完成,支付宝,男,46-55,华北,2026-03-22,2026-03,Sunday,4
ORD_000564,USER_0043,PROD_00275,2026-03-22 04:38:05.263733,服装,298.76,3,896.28,5.0,已完成,微信支付,女,26-35,华北,2026-03-22,2026-03,Sunday,4
ORD_000565,USER_0044,PROD_00101,2026-03-22 05:19:53.263733,食品,65.27,2,130.54,4.0,已完成,银行卡,女,26-35,华北,2026-03-22,2026-03,Sunday,5
ORD_000566,USER_0029,PROD_00044,2026-03-22 05:39:27.263733,服装,378.66,4,1514.64,5.0,已完成,信用卡,男,55+,华北,2026-03-22,2026-03,Sunday,5
ORD_000567,USER_0141,PROD_00017,2026-03-22 20:26:48.263733,家居,433.35,1,433.35,4.0,已完成,银行卡,女,26-35,华东,2026-03-22,2026-03,Sunday,20
ORD_000568,USER_0012,PROD_00057,2026-03-23 01:13:58.263733,母婴,606.96,1,606.96,5.0,已完成,银行卡,女,26-35,西北,2026-03-23,2026-03,Monday,1
ORD_000569,USER_0095,PROD_00012,2026-03-23 05:06:36.263733,家居,747.17,1,747.17,4.0,已完成,微信支付,男,18-25,华中,2026-03-23,2026-03,Monday,5
ORD_000570,USER_0046,PROD_00080,2026-03-23 05:45:40.263733,服装,719.13,1,719.13,4.0,已完成,银行卡,男,36-45,西南,2026-03-23,2026-03,Monday,5
ORD_000571,USER_0130,PROD_00216,2026-03-23 07:42:47.263733,家居,611.05,2,1222.1,5.0,已完成,支付宝,女,18-25,华东,2026-03-23,2026-03,Monday,7
ORD_000572,USER_0035,PROD_00264,2026-03-23 10:00:39.263733,电子产品,2739.5112500000005,2,6233.206249999999,5.0,已完成,支付宝,女,46-55,西北,2026-03-23,2026-03,Monday,10
ORD_000573,USER_0081,PROD_00149,2026-03-23 10:39:44.263733,图书,90.9,1,90.9,5.0,已完成,支付宝,女,36-45,华中,2026-03-23,2026-03,Monday,10
ORD_000574,USER_0090,PROD_00081,2026-03-23 10:41:35.263733,食品,115.97,4,463.88,3.0,已完成,微信支付,男,36-45,华中,2026-03-23,2026-03,Monday,10
ORD_000575,USER_0008,PROD_00215,2026-03-23 21:33:00.263733,食品,300.0,3,900.0,5.0,已完成,支付宝,女,36-45,华东,2026-03-23,2026-03,Monday,21
ORD_000576,USER_0093,PROD_00198,2026-03-24 01:18:15.263733,家居,574.42,1,574.42,5.0,已完成,信用卡,男,26-35,华中,2026-03-24,2026-03,Tuesday,1
ORD_000577,USER_0154,PROD_00200,2026-03-24 02:00:28.263733,家居,839.61,1,839.61,2.0,已完成,支付宝,男,26-35,西北,2026-03-24,2026-03,Tuesday,2
ORD_000578,USER_0090,PROD_00025,2026-03-24 02:22:51.263733,电子产品,2739.5112500000005,1,5017.6,4.0,已完成,支付宝,女,46-55,华北,2026-03-24,2026-03,Tuesday,2
ORD_000579,USER_0162,PROD_00089,2026-03-24 05:08:01.263733,美妆,815.65,1,815.65,4.0,已完成,微信支付,男,46-55,华北,2026-03-24,2026-03,Tuesday,5
ORD_000580,USER_0115,PROD_00268,2026-03-24 06:16:06.263733,服装,351.42,1,351.42,4.0,已完成,支付宝,女,26-35,西北,2026-03-24,2026-03,Tuesday,6
ORD_000581,USER_0105,PROD_00143,2026-03-24 08:35:54.263733,美妆,201.21,2,402.42,5.0,已完成,支付宝,男,46-55,华南,2026-03-24,2026-03,Tuesday,8
ORD_000582,USER_0135,PROD_00059,2026-03-24 14:47:44.263733,运动,732.88,1,732.88,5.0,已完成,支付宝,女,26-35,华北,2026-03-24,2026-03,Tuesday,14
ORD_000583,USER_0196,PROD_00026,2026-03-24 19:41:39.263733,运动,1500.0,1,1500.0,5.0,已完成,微信支付,女,26-35,华南,2026-03-24,2026-03,Tuesday,19
ORD_000584,USER_0058,PROD_00047,2026-03-24 21:40:44.263733,家居,1168.81,5,5844.05,5.0,已完成,微信支付,男,26-35,西北,2026-03-24,2026-03,Tuesday,21
ORD_000585,USER_0114,PROD_00288,2026-03-24 23:14:20.263733,食品,174.45,2,348.9,4.0,已完成,银行卡,女,18-25,华东,2026-03-24,2026-03,Tuesday,23
ORD_000586,USER_0075,PROD_00266,2026-03-25 00:16:47.263733,电子产品,2497.8,4,6233.206249999999,5.0,已完成,微信支付,男,18-25,华南,2026-03-25,2026-03,Wednesday,0
ORD_000587,USER_0157,PROD_00016,2026-03-25 01:48:27.263733,运动,441.07,1,441.07,4.0,已完成,微信支付,女,18-25,华北,2026-03-25,2026-03,Wednesday,1
ORD_000588,USER_0120,PROD_00199,2026-03-25 03:28:17.263733,服装,428.85,1,428.85,5.0,已完成,支付宝,男,26-35,华中,2026-03-25,2026-03,Wednesday,3
ORD_000589,USER_0164,PROD_00282,2026-03-25 04:39:44.263733,食品,75.96,2,151.92,3.0,已完成,支付宝,男,26-35,华北,2026-03-25,2026-03,Wednesday,4
ORD_000590,USER_0021,PROD_00086,2026-03-25 06:51:36.263733,服装,628.14,1,628.14,5.0,已完成,银行卡,男,26-35,西南,2026-03-25,2026-03,Wednesday,6
ORD_000591,USER_0164,PROD_00250,2026-03-25 09:19:39.263733,电子产品,2739.5112500000005,1,2783.18,3.0,已完成,支付宝,男,55+,西北,2026-03-25,2026-03,Wednesday,9
ORD_000592,USER_0138,PROD_00270,2026-03-25 11:21:21.263733,家居,1002.56,2,2005.12,4.0,已完成,支付宝,女,26-35,华东,2026-03-25,2026-03,Wednesday,11
ORD_000593,USER_0101,PROD_00117,2026-03-25 13:58:25.263733,电子产品,1655.39,2,3310.78,5.0,已完成,银行卡,男,26-35,华南,2026-03-25,2026-03,Wednesday,13
ORD_000594,USER_0152,PROD_00007,2026-03-25 14:33:23.263733,美妆,431.17,1,431.17,4.0,已完成,微信支付,男,18-25,华东,2026-03-25,2026-03,Wednesday,14
ORD_000595,USER_0192,PROD_00137,2026-03-25 14:38:47.263733,服装,234.9,1,234.9,5.0,已完成,支付宝,男,18-25,华南,2026-03-25,2026-03,Wednesday,14
ORD_000596,USER_0177,PROD_00176,2026-03-25 15:43:46.263733,电子产品,1331.01,1,1331.01,4.0,已完成,支付宝,男,36-45,华南,2026-03-25,2026-03,Wednesday,15
ORD_000597,USER_0099,PROD_00215,2026-03-25 20:09:17.263733,食品,203.23,1,203.23,5.0,已完成,信用卡,女,26-35,西南,2026-03-25,2026-03,Wednesday,20
ORD_000598,USER_0036,PROD_00082,2026-03-25 21:45:03.263733,电子产品,2739.5112500000005,1,6233.206249999999,3.0,已完成,银行卡,女,36-45,华中,2026-03-25,2026-03,Wednesday,21
ORD_000599,USER_0096,PROD_00223,2026-03-25 22:46:11.263733,服装,747.57,1,747.57,2.0,已完成,微信支付,男,18-25,华东,2026-03-25,2026-03,Wednesday,22
