用户ID,订单时间,商品类别,单价,数量,订单金额,评分,支付方式,日期,月份,星期,小时
USER_0156,2023-04-28 12:38:02,电子产品,2294.88875,1,3891.03,4.0,支付宝,2023-04-28,2023-04,Friday,12
USER_0362,2023-04-08 12:04:30,图书音像,192.77,2,385.54,3.0,微信支付,2023-04-08,2023-04,Saturday,12
USER_0001,2023-04-17 17:22:42,运动户外,1835.4,2,3670.8,3.0,微信支付,2023-04-17,2023-04,Monday,17
USER_0349,2023-04-18 19:05:02,家居用品,55.47,3,166.41,4.0,支付宝,2023-04-18,2023-04,Tuesday,19
USER_0161,2023-03-29 09:43:14,电子产品,339.23,4,1356.92,3.0,微信支付,2023-03-29,2023-03,Wednesday,9
USER_0096,2023-03-28 10:06:33,家居用品,474.34,3,1423.02,5.0,微信支付,2023-03-28,2023-03,Tuesday,10
USER_0555,2023-04-10 09:47:02,美妆护肤,96.77,2,193.54,3.0,微信支付,2023-04-10,2023-04,Monday,9
USER_0138,2023-02-21 17:45:54,服装鞋帽,353.28,3,1059.84,3.0,微信支付,2023-02-21,2023-02,Tuesday,17
USER_0538,2023-03-27 13:34:01,电子产品,1029.02,3,3087.06,1.0,支付宝,2023-03-27,2023-03,Monday,13
USER_0210,2023-04-30 14:06:32,图书音像,32.29,3,96.87,4.0,支付宝,2023-04-30,2023-04,Sunday,14
USER_0268,2023-04-26 16:49:39,电子产品,2294.88875,1,3844.68,4.0,支付宝,2023-04-26,2023-04,Wednesday,16
USER_0536,2023-01-02 11:27:18,电子产品,2258.56,5,6641.0175,3.0,支付宝,2023-01-02,2023-01,Monday,11
USER_0234,2023-04-29 11:17:52,电子产品,968.33,4,3873.32,5.0,支付宝,2023-04-29,2023-04,Saturday,11
USER_0530,2023-03-01 10:00:13,美妆护肤,164.85,4,659.4,5.0,微信支付,2023-03-01,2023-03,Wednesday,10
USER_0341,2023-02-11 09:31:19,美妆护肤,467.55,1,467.55,5.0,支付宝,2023-02-11,2023-02,Saturday,9
USER_0330,2023-04-30 16:26:09,美妆护肤,384.8,5,1924.0,3.0,微信支付,2023-04-30,2023-04,Sunday,16
USER_0466,2023-04-09 12:42:36,食品饮料,49.31,4,197.24,5.0,支付宝,2023-04-09,2023-04,Sunday,12
USER_0578,2023-01-08 09:58:37,服装鞋帽,622.14,1,622.14,4.0,微信支付,2023-01-08,2023-01,Sunday,9
USER_0394,2023-01-12 10:57:20,电子产品,2294.88875,1,2320.47,3.0,微信支付,2023-01-12,2023-01,Thursday,10
USER_0160,2023-03-11 09:39:20,运动户外,192.19,1,192.19,4.0,支付宝,2023-03-11,2023-03,Saturday,9
USER_0194,2023-03-12 10:21:49,食品饮料,86.58,4,346.32,5.0,微信支付,2023-03-12,2023-03,Sunday,10
USER_0164,2023-01-13 14:04:51,食品饮料,78.84,1,78.84,4.0,微信支付,2023-01-13,2023-01,Friday,14
USER_0589,2023-02-13 11:25:54,食品饮料,30.1,3,90.3,3.0,微信支付,2023-02-13,2023-02,Monday,11
USER_0293,2023-02-18 11:18:00,家居用品,625.62,5,3128.1,4.0,微信支付,2023-02-18,2023-02,Saturday,11
USER_0506,2023-01-06 09:21:48,图书音像,173.36,5,866.8,4.0,支付宝,2023-01-06,2023-01,Friday,9
USER_0557,2023-03-31 19:07:39,美妆护肤,82.62,1,82.62,5.0,支付宝,2023-03-31,2023-03,Friday,19
USER_0493,2023-01-09 10:31:50,电子产品,2294.88875,3,1110.13,4.0,微信支付,2023-01-09,2023-01,Monday,10
USER_0568,2023-03-14 18:45:49,电子产品,2294.88875,1,3421.58,4.0,支付宝,2023-03-14,2023-03,Tuesday,18
USER_0184,2023-03-08 09:47:07,食品饮料,58.83,1,58.83,5.0,微信支付,2023-03-08,2023-03,Wednesday,9
USER_0473,2023-04-25 12:52:53,电子产品,261.25,5,1306.25,4.0,支付宝,2023-04-25,2023-04,Tuesday,12
USER_0292,2023-03-15 15:35:15,运动户外,1858.17,1,1858.17,2.0,支付宝,2023-03-15,2023-03,Wednesday,15
USER_0385,2023-04-25 16:56:02,美妆护肤,392.55,1,392.55,4.0,微信支付,2023-04-25,2023-04,Tuesday,16
USER_0366,2023-01-04 15:54:43,图书音像,133.89,3,401.67,3.0,支付宝,2023-01-04,2023-01,Wednesday,15
USER_0093,2023-03-17 09:00:09,服装鞋帽,507.98,2,1015.96,2.0,支付宝,2023-03-17,2023-03,Friday,9
USER_0095,2023-04-26 19:05:55,运动户外,1640.33,3,4920.99,4.0,支付宝,2023-04-26,2023-04,Wednesday,19
USER_0419,2023-02-05 12:53:27,服装鞋帽,623.83,1,623.83,5.0,支付宝,2023-02-05,2023-02,Sunday,12
USER_0099,2023-04-23 19:09:57,家居用品,892.56,2,1785.12,3.0,微信支付,2023-04-23,2023-04,Sunday,19
USER_0219,2023-01-18 11:18:11,服装鞋帽,758.17,3,2274.51,4.0,支付宝,2023-01-18,2023-01,Wednesday,11
USER_0428,2023-04-08 19:19:40,服装鞋帽,552.11,2,1104.22,1.0,微信支付,2023-04-08,2023-04,Saturday,19
USER_0542,2023-04-11 13:02:22,电子产品,140.69,1,140.69,5.0,银行卡,2023-04-11,2023-04,Tuesday,13
USER_0405,2023-01-02 14:07:22,电子产品,2294.88875,2,6641.0175,5.0,微信支付,2023-01-02,2023-01,Monday,14
USER_0343,2023-04-07 12:46:17,电子产品,973.35,1,1110.13,4.0,支付宝,2023-04-07,2023-04,Friday,12
USER_0226,2023-02-08 11:30:12,家居用品,343.87,1,343.87,3.0,微信支付,2023-02-08,2023-02,Wednesday,11
USER_0114,2023-04-30 09:31:58,美妆护肤,50.83,3,152.49,3.0,微信支付,2023-04-30,2023-04,Sunday,9
USER_0182,2023-02-26 18:33:06,食品饮料,84.78,2,169.56,4.0,支付宝,2023-02-26,2023-02,Sunday,18
USER_0222,2023-03-16 17:19:59,服装鞋帽,108.37,2,216.74,4.0,微信支付,2023-03-16,2023-03,Thursday,17
USER_0105,2023-04-15 21:39:26,电子产品,2043.38,1,2043.38,4.0,支付宝,2023-04-15,2023-04,Saturday,21
USER_0474,2023-03-03 12:34:05,食品饮料,181.16,2,362.32,3.0,支付宝,2023-03-03,2023-03,Friday,12
USER_0399,2023-01-06 10:23:55,电子产品,2294.88875,4,6641.0175,4.0,微信支付,2023-01-06,2023-01,Friday,10
USER_0065,2023-03-31 11:42:48,家居用品,875.13,5,4375.65,5.0,微信支付,2023-03-31,2023-03,Friday,11
USER_0593,2023-03-10 10:47:16,食品饮料,88.13,4,352.52,3.0,支付宝,2023-03-10,2023-03,Friday,10
USER_0554,2023-03-10 11:42:38,图书音像,137.89,4,551.56,5.0,支付宝,2023-03-10,2023-03,Friday,11
USER_0082,2023-04-23 11:47:42,运动户外,1444.25,5,6641.0175,4.0,银行卡,2023-04-23,2023-04,Sunday,11
USER_0109,2023-01-05 17:23:28,服装鞋帽,477.92,4,1911.68,4.0,微信支付,2023-01-05,2023-01,Thursday,17
USER_0267,2023-01-24 16:06:49,电子产品,2179.38,4,6641.0175,1.0,银行卡,2023-01-24,2023-01,Tuesday,16
USER_0242,2023-03-03 14:36:01,电子产品,2294.88875,1,2603.94,3.0,支付宝,2023-03-03,2023-03,Friday,14
USER_0367,2023-01-12 13:54:55,服装鞋帽,707.64,4,2830.56,5.0,微信支付,2023-01-12,2023-01,Thursday,13
USER_0315,2023-01-20 12:32:14,美妆护肤,438.15,3,1314.45,5.0,微信支付,2023-01-20,2023-01,Friday,12
USER_0440,2023-01-31 14:34:53,服装鞋帽,496.08,4,1984.32,3.0,微信支付,2023-01-31,2023-01,Tuesday,14
USER_0087,2023-01-25 19:28:30,服装鞋帽,561.14,1,561.14,3.0,支付宝,2023-01-25,2023-01,Wednesday,19
USER_0456,2023-01-15 10:38:21,服装鞋帽,61.79,3,185.37,4.0,支付宝,2023-01-15,2023-01,Sunday,10
USER_0055,2023-03-07 11:25:56,食品饮料,71.45,2,142.9,4.0,支付宝,2023-03-07,2023-03,Tuesday,11
USER_0568,2023-02-24 12:49:24,家居用品,555.83,4,2223.32,5.0,微信支付,2023-02-24,2023-02,Friday,12
USER_0487,2023-03-17 13:01:53,运动户外,488.44,5,1110.13,4.0,支付宝,2023-03-17,2023-03,Friday,13
USER_0426,2023-01-24 11:29:36,电子产品,2294.88875,5,6641.0175,5.0,支付宝,2023-01-24,2023-01,Tuesday,11
USER_0085,2023-02-24 15:03:32,电子产品,2294.88875,5,6641.0175,4.0,支付宝,2023-02-24,2023-02,Friday,15
USER_0119,2023-04-04 13:46:29,电子产品,1040.25,2,2080.5,4.0,微信支付,2023-04-04,2023-04,Tuesday,13
USER_0085,2023-02-14 13:39:44,服装鞋帽,116.94,5,584.7,2.0,微信支付,2023-02-14,2023-02,Tuesday,13
USER_0350,2023-01-26 13:12:28,服装鞋帽,402.52,4,1610.08,1.0,支付宝,2023-01-26,2023-01,Thursday,13
USER_0115,2023-03-02 12:14:25,食品饮料,139.76,3,419.28,4.0,支付宝,2023-03-02,2023-03,Thursday,12
USER_0083,2023-02-03 14:22:52,家居用品,790.76,2,1581.52,4.0,支付宝,2023-02-03,2023-02,Friday,14
USER_0369,2023-01-15 14:13:13,图书音像,166.05,3,498.15,2.0,微信支付,2023-01-15,2023-01,Sunday,14
USER_0041,2023-03-16 21:12:26,食品饮料,28.2,1,28.2,3.0,支付宝,2023-03-16,2023-03,Thursday,21
USER_0180,2023-02-23 11:50:31,家居用品,693.85,5,3469.25,4.0,微信支付,2023-02-23,2023-02,Thursday,11
USER_0584,2023-02-20 18:30:25,家居用品,510.36,4,2041.44,3.0,微信支付,2023-02-20,2023-02,Monday,18
USER_0003,2023-04-12 12:35:03,美妆护肤,236.56,1,236.56,4.0,银行卡,2023-04-12,2023-04,Wednesday,12
USER_0436,2023-01-27 19:02:23,电子产品,2294.88875,1,3717.09,5.0,微信支付,2023-01-27,2023-01,Friday,19
USER_0246,2023-03-06 12:20:38,运动户外,1455.99,1,1455.99,4.0,银行卡,2023-03-06,2023-03,Monday,12
USER_0227,2023-02-05 18:35:53,电子产品,2294.88875,5,6641.0175,4.0,微信支付,2023-02-05,2023-02,Sunday,18
USER_0072,2023-04-16 19:31:12,服装鞋帽,121.74,2,243.48,3.0,微信支付,2023-04-16,2023-04,Sunday,19
USER_0216,2023-04-13 13:40:08,服装鞋帽,558.76,5,2793.8,5.0,支付宝,2023-04-13,2023-04,Thursday,13
USER_0077,2023-01-21 16:49:17,电子产品,2294.88875,4,6641.0175,4.0,支付宝,2023-01-21,2023-01,Saturday,16
USER_0161,2023-02-21 10:34:11,美妆护肤,23.77,4,95.08,4.0,支付宝,2023-02-21,2023-02,Tuesday,10
USER_0451,2023-04-20 15:07:31,食品饮料,187.04,3,561.12,2.0,微信支付,2023-04-20,2023-04,Thursday,15
USER_0031,2023-02-22 10:37:56,电子产品,1750.94,5,6641.0175,5.0,支付宝,2023-02-22,2023-02,Wednesday,10
USER_0163,2023-02-17 15:14:44,服装鞋帽,330.32,3,990.96,5.0,支付宝,2023-02-17,2023-02,Friday,15
USER_0110,2023-01-15 20:43:50,电子产品,2294.88875,1,4937.84,4.0,微信支付,2023-01-15,2023-01,Sunday,20
USER_0585,2023-01-15 21:19:07,运动户外,317.08,3,951.24,4.0,微信支付,2023-01-15,2023-01,Sunday,21
USER_0074,2023-01-18 11:42:49,食品饮料,19.5,2,39.0,4.0,支付宝,2023-01-18,2023-01,Wednesday,11
USER_0221,2023-04-16 14:16:58,电子产品,2294.88875,2,6641.0175,5.0,微信支付,2023-04-16,2023-04,Sunday,14
USER_0553,2023-03-10 12:43:47,电子产品,2294.88875,2,5172.18,5.0,微信支付,2023-03-10,2023-03,Friday,12
USER_0322,2023-03-29 19:23:34,食品饮料,140.14,2,280.28,5.0,支付宝,2023-03-29,2023-03,Wednesday,19
USER_0527,2023-04-30 13:34:04,美妆护肤,339.88,5,1110.13,4.0,微信支付,2023-04-30,2023-04,Sunday,13
USER_0554,2023-04-04 16:39:45,服装鞋帽,64.58,1,64.58,2.0,支付宝,2023-04-04,2023-04,Tuesday,16
USER_0325,2023-01-05 12:16:52,服装鞋帽,705.93,1,705.93,3.0,支付宝,2023-01-05,2023-01,Thursday,12
USER_0165,2023-04-03 13:52:31,美妆护肤,281.94,1,281.94,4.0,支付宝,2023-04-03,2023-04,Monday,13
USER_0127,2023-04-08 19:06:16,家居用品,203.18,3,609.54,4.0,支付宝,2023-04-08,2023-04,Saturday,19
USER_0434,2023-04-28 18:04:29,美妆护肤,251.05,5,1255.25,4.0,支付宝,2023-04-28,2023-04,Friday,18
USER_0021,2023-01-01 09:50:13,服装鞋帽,568.31,5,2841.55,4.0,支付宝,2023-01-01,2023-01,Sunday,9
USER_0118,2023-03-10 15:32:12,图书音像,168.28,4,673.12,4.0,支付宝,2023-03-10,2023-03,Friday,15
USER_0097,2023-04-14 09:44:13,电子产品,2294.88875,5,6641.0175,5.0,支付宝,2023-04-14,2023-04,Friday,9
USER_0054,2023-01-27 14:52:39,家居用品,127.57,5,637.85,4.0,支付宝,2023-01-27,2023-01,Friday,14
USER_0292,2023-04-29 13:45:14,服装鞋帽,200.24,1,200.24,4.0,支付宝,2023-04-29,2023-04,Saturday,13
USER_0553,2023-01-15 20:45:57,电子产品,2294.88875,2,6641.0175,4.0,支付宝,2023-01-15,2023-01,Sunday,20
USER_0467,2023-04-28 21:30:43,食品饮料,50.51,3,151.53,4.0,支付宝,2023-04-28,2023-04,Friday,21
USER_0572,2023-03-15 09:14:18,食品饮料,38.43,1,38.43,4.0,银行卡,2023-03-15,2023-03,Wednesday,9
USER_0159,2023-01-18 20:47:29,电子产品,2112.81,3,6338.43,5.0,支付宝,2023-01-18,2023-01,Wednesday,20
USER_0390,2023-04-05 14:14:06,家居用品,484.02,5,2420.1,3.0,银行卡,2023-04-05,2023-04,Wednesday,14
USER_0309,2023-01-26 11:26:39,运动户外,829.92,5,4149.6,5.0,微信支付,2023-01-26,2023-01,Thursday,11
USER_0247,2023-01-27 19:08:56,服装鞋帽,106.52,5,532.6,5.0,微信支付,2023-01-27,2023-01,Friday,19
USER_0076,2023-01-17 10:49:15,美妆护肤,405.8,4,1623.2,4.0,银行卡,2023-01-17,2023-01,Tuesday,10
USER_0273,2023-02-27 18:08:30,美妆护肤,87.6,1,87.6,2.0,微信支付,2023-02-27,2023-02,Monday,18
USER_0311,2023-01-28 14:47:27,服装鞋帽,369.13,3,1107.39,5.0,微信支付,2023-01-28,2023-01,Saturday,14
USER_0394,2023-01-21 13:14:22,运动户外,335.93,5,1679.65,5.0,微信支付,2023-01-21,2023-01,Saturday,13
USER_0234,2023-03-31 16:21:51,食品饮料,193.85,2,387.7,5.0,微信支付,2023-03-31,2023-03,Friday,16
USER_0346,2023-04-09 19:59:30,家居用品,84.29,5,421.45,4.0,支付宝,2023-04-09,2023-04,Sunday,19
USER_0053,2023-03-07 15:43:51,服装鞋帽,58.89,4,235.56,2.0,微信支付,2023-03-07,2023-03,Tuesday,15
USER_0089,2023-02-15 15:30:27,服装鞋帽,543.46,3,1110.13,5.0,微信支付,2023-02-15,2023-02,Wednesday,15
USER_0428,2023-02-11 16:37:27,家居用品,803.16,4,3212.64,4.0,支付宝,2023-02-11,2023-02,Saturday,16
USER_0051,2023-02-22 10:59:44,运动户外,216.47,5,1082.35,4.0,支付宝,2023-02-22,2023-02,Wednesday,10
USER_0241,2023-01-07 18:14:55,美妆护肤,293.47,5,1467.35,4.0,支付宝,2023-01-07,2023-01,Saturday,18
USER_0293,2023-01-18 12:45:01,电子产品,2187.89,5,6641.0175,5.0,微信支付,2023-01-18,2023-01,Wednesday,12
USER_0177,2023-01-01 17:21:28,美妆护肤,175.13,1,175.13,4.0,微信支付,2023-01-01,2023-01,Sunday,17
USER_0260,2023-01-03 09:29:30,电子产品,2294.88875,1,2606.29,2.0,支付宝,2023-01-03,2023-01,Tuesday,9
USER_0407,2023-02-21 10:56:56,食品饮料,14.68,3,44.04,5.0,微信支付,2023-02-21,2023-02,Tuesday,10
USER_0014,2023-04-09 09:51:00,图书音像,144.72,5,723.6,5.0,支付宝,2023-04-09,2023-04,Sunday,9
USER_0137,2023-04-13 10:02:51,美妆护肤,113.08,3,339.24,3.0,银行卡,2023-04-13,2023-04,Thursday,10
USER_0392,2023-03-14 13:02:03,服装鞋帽,77.11,3,231.33,3.0,银行卡,2023-03-14,2023-03,Tuesday,13
USER_0086,2023-03-04 12:36:30,运动户外,1908.92,2,3817.84,4.0,支付宝,2023-03-04,2023-03,Saturday,12
USER_0556,2023-03-23 18:33:22,服装鞋帽,278.7,1,278.7,4.0,支付宝,2023-03-23,2023-03,Thursday,18
USER_0455,2023-01-17 11:47:36,服装鞋帽,525.83,3,1577.49,5.0,微信支付,2023-01-17,2023-01,Tuesday,11
USER_0542,2023-01-08 16:04:11,家居用品,201.76,2,403.52,4.0,微信支付,2023-01-08,2023-01,Sunday,16
USER_0026,2023-03-02 16:58:02,食品饮料,18.03,4,72.12,4.0,支付宝,2023-03-02,2023-03,Thursday,16
USER_0292,2023-01-21 17:53:47,电子产品,854.54,1,854.54,5.0,支付宝,2023-01-21,2023-01,Saturday,17
USER_0271,2023-03-20 14:42:30,运动户外,1365.16,1,1365.16,4.0,微信支付,2023-03-20,2023-03,Monday,14
USER_0444,2023-02-19 12:30:46,美妆护肤,333.71,4,1334.84,5.0,支付宝,2023-02-19,2023-02,Sunday,12
USER_0250,2023-01-19 18:27:14,服装鞋帽,667.69,2,1335.38,4.0,银行卡,2023-01-19,2023-01,Thursday,18
USER_0407,2023-04-02 12:12:26,电子产品,2294.88875,1,4543.04,5.0,支付宝,2023-04-02,2023-04,Sunday,12
USER_0368,2023-01-24 21:02:44,电子产品,1576.98,1,1576.98,3.0,微信支付,2023-01-24,2023-01,Tuesday,21
USER_0129,2023-03-04 14:34:50,图书音像,51.26,5,256.3,3.0,支付宝,2023-03-04,2023-03,Saturday,14
USER_0238,2023-01-24 09:47:09,食品饮料,72.87,3,218.61,4.0,银行卡,2023-01-24,2023-01,Tuesday,9
USER_0355,2023-03-07 17:46:16,服装鞋帽,178.06,4,712.24,5.0,支付宝,2023-03-07,2023-03,Tuesday,17
USER_0254,2023-03-05 18:07:29,电子产品,1389.78,4,5559.12,5.0,银行卡,2023-03-05,2023-03,Sunday,18
USER_0384,2023-04-17 21:07:38,食品饮料,74.76,3,224.28,5.0,支付宝,2023-04-17,2023-04,Monday,21
USER_0482,2023-03-28 09:23:14,美妆护肤,164.19,2,328.38,4.0,支付宝,2023-03-28,2023-03,Tuesday,9
USER_0219,2023-04-16 14:55:05,运动户外,323.52,3,970.56,4.0,支付宝,2023-04-16,2023-04,Sunday,14
USER_0245,2023-03-05 21:46:25,运动户外,164.08,2,328.16,4.0,微信支付,2023-03-05,2023-03,Sunday,21
USER_0115,2023-01-24 17:28:55,服装鞋帽,520.08,5,2600.4,4.0,支付宝,2023-01-24,2023-01,Tuesday,17
USER_0550,2023-03-03 14:08:48,运动户外,1862.23,1,1862.23,3.0,银行卡,2023-03-03,2023-03,Friday,14
USER_0038,2023-01-14 19:10:08,服装鞋帽,347.69,1,347.69,5.0,微信支付,2023-01-14,2023-01,Saturday,19
USER_0244,2023-01-15 10:16:02,美妆护肤,191.07,4,764.28,4.0,微信支付,2023-01-15,2023-01,Sunday,10
USER_0218,2023-04-21 15:18:51,电子产品,2294.88875,4,6641.0175,5.0,微信支付,2023-04-21,2023-04,Friday,15
USER_0089,2023-01-09 17:47:11,电子产品,2294.88875,1,2483.12,3.0,微信支付,2023-01-09,2023-01,Monday,17
USER_0401,2023-01-16 20:20:07,电子产品,2294.88875,3,6641.0175,1.0,支付宝,2023-01-16,2023-01,Monday,20
USER_0184,2023-03-08 18:11:17,服装鞋帽,84.98,2,169.96,4.0,微信支付,2023-03-08,2023-03,Wednesday,18
USER_0170,2023-02-03 16:23:48,服装鞋帽,338.08,1,338.08,5.0,支付宝,2023-02-03,2023-02,Friday,16
USER_0302,2023-02-15 09:01:39,服装鞋帽,377.2,1,377.2,4.0,支付宝,2023-02-15,2023-02,Wednesday,9
USER_0391,2023-04-26 16:07:22,服装鞋帽,270.11,4,1080.44,3.0,微信支付,2023-04-26,2023-04,Wednesday,16
USER_0503,2023-04-12 10:55:30,电子产品,2294.88875,2,6641.0175,3.0,微信支付,2023-04-12,2023-04,Wednesday,10
USER_0031,2023-04-12 11:34:18,电子产品,2294.88875,4,6641.0175,5.0,微信支付,2023-04-12,2023-04,Wednesday,11
USER_0544,2023-03-14 16:25:02,服装鞋帽,454.63,5,2273.15,4.0,银行卡,2023-03-14,2023-03,Tuesday,16
USER_0346,2023-03-25 13:19:13,美妆护肤,365.43,3,1096.29,1.0,微信支付,2023-03-25,2023-03,Saturday,13
USER_0418,2023-04-24 11:39:02,食品饮料,10.25,5,51.25,3.0,银行卡,2023-04-24,2023-04,Monday,11
USER_0311,2023-04-29 16:15:41,电子产品,2294.88875,1,2632.32,3.0,微信支付,2023-04-29,2023-04,Saturday,16
USER_0175,2023-02-23 12:03:29,运动户外,1867.21,5,6641.0175,4.0,微信支付,2023-02-23,2023-02,Thursday,12
USER_0213,2023-04-22 13:03:00,食品饮料,29.63,1,29.63,3.0,微信支付,2023-04-22,2023-04,Saturday,13
USER_0554,2023-02-10 19:24:25,服装鞋帽,544.35,3,1633.05,2.0,支付宝,2023-02-10,2023-02,Friday,19
USER_0099,2023-02-19 16:21:07,电子产品,1625.1,1,1625.1,4.0,支付宝,2023-02-19,2023-02,Sunday,16
USER_0477,2023-03-18 16:47:28,运动户外,646.99,1,646.99,3.0,支付宝,2023-03-18,2023-03,Saturday,16
USER_0008,2023-02-13 18:39:02,食品饮料,66.1,4,264.4,3.0,微信支付,2023-02-13,2023-02,Monday,18
USER_0158,2023-03-07 21:26:58,运动户外,249.68,4,998.72,3.0,支付宝,2023-03-07,2023-03,Tuesday,21
USER_0568,2023-03-16 10:26:25,服装鞋帽,317.13,4,1268.52,4.0,微信支付,2023-03-16,2023-03,Thursday,10
USER_0024,2023-04-22 14:57:39,家居用品,600.83,2,1201.66,4.0,支付宝,2023-04-22,2023-04,Saturday,14
USER_0274,2023-02-18 16:57:14,美妆护肤,106.07,3,318.21,5.0,微信支付,2023-02-18,2023-02,Saturday,16
USER_0064,2023-02-03 10:41:09,服装鞋帽,384.47,4,1537.88,3.0,微信支付,2023-02-03,2023-02,Friday,10
USER_0426,2023-04-01 13:01:33,服装鞋帽,353.39,4,1413.56,4.0,支付宝,2023-04-01,2023-04,Saturday,13
USER_0531,2023-01-09 18:16:49,服装鞋帽,597.85,4,2391.4,4.0,支付宝,2023-01-09,2023-01,Monday,18
USER_0250,2023-04-18 17:33:46,美妆护肤,449.87,4,1799.48,4.0,支付宝,2023-04-18,2023-04,Tuesday,17
USER_0164,2023-03-10 09:00:52,运动户外,945.91,3,2837.73,2.0,微信支付,2023-03-10,2023-03,Friday,9
USER_0501,2023-02-16 21:11:04,美妆护肤,351.2,5,1756.0,5.0,微信支付,2023-02-16,2023-02,Thursday,21
USER_0236,2023-01-02 18:14:45,服装鞋帽,130.93,5,654.65,5.0,支付宝,2023-01-02,2023-01,Monday,18
USER_0469,2023-01-22 09:44:26,食品饮料,66.1,5,330.5,5.0,支付宝,2023-01-22,2023-01,Sunday,9
USER_0298,2023-01-05 19:56:05,电子产品,2294.88875,2,6641.0175,4.0,微信支付,2023-01-05,2023-01,Thursday,19
USER_0410,2023-02-22 20:31:38,食品饮料,179.73,2,359.46,3.0,微信支付,2023-02-22,2023-02,Wednesday,20
USER_0232,2023-01-20 09:39:07,图书音像,52.86,5,264.3,4.0,微信支付,2023-01-20,2023-01,Friday,9
USER_0017,2023-01-18 10:11:15,电子产品,1571.78,3,4715.34,4.0,微信支付,2023-01-18,2023-01,Wednesday,10
USER_0508,2023-01-25 15:09:23,食品饮料,46.16,2,92.32,5.0,支付宝,2023-01-25,2023-01,Wednesday,15
USER_0067,2023-04-20 16:30:47,图书音像,175.73,1,175.73,4.0,银行卡,2023-04-20,2023-04,Thursday,16
USER_0255,2023-03-04 11:53:18,图书音像,99.95,1,99.95,4.0,支付宝,2023-03-04,2023-03,Saturday,11
USER_0393,2023-01-04 17:48:11,美妆护肤,411.14,3,1233.42,5.0,支付宝,2023-01-04,2023-01,Wednesday,17
USER_0247,2023-04-15 16:58:03,家居用品,567.67,3,1703.01,4.0,微信支付,2023-04-15,2023-04,Saturday,16
USER_0423,2023-02-13 14:17:35,图书音像,154.56,1,154.56,5.0,微信支付,2023-02-13,2023-02,Monday,14
USER_0098,2023-03-13 11:40:25,图书音像,27.04,2,54.08,5.0,支付宝,2023-03-13,2023-03,Monday,11
USER_0522,2023-04-19 17:38:35,电子产品,2294.88875,3,6641.0175,2.0,支付宝,2023-04-19,2023-04,Wednesday,17
USER_0537,2023-04-10 17:27:41,图书音像,53.67,3,161.01,5.0,微信支付,2023-04-10,2023-04,Monday,17
USER_0214,2023-04-13 10:57:56,服装鞋帽,90.33,1,90.33,5.0,支付宝,2023-04-13,2023-04,Thursday,10
USER_0180,2023-02-06 15:00:18,运动户外,728.75,4,2915.0,2.0,微信支付,2023-02-06,2023-02,Monday,15
USER_0079,2023-01-22 17:26:54,电子产品,2294.88875,4,6641.0175,4.0,微信支付,2023-01-22,2023-01,Sunday,17
USER_0468,2023-01-25 13:13:21,服装鞋帽,412.93,1,412.93,5.0,支付宝,2023-01-25,2023-01,Wednesday,13
USER_0184,2023-03-05 12:37:10,服装鞋帽,588.76,3,1766.28,4.0,微信支付,2023-03-05,2023-03,Sunday,12
USER_0343,2023-03-01 19:11:58,电子产品,2294.88875,4,1110.13,4.0,支付宝,2023-03-01,2023-03,Wednesday,19
USER_0495,2023-04-20 10:19:17,图书音像,84.61,1,84.61,4.0,支付宝,2023-04-20,2023-04,Thursday,10
USER_0475,2023-01-23 14:43:02,服装鞋帽,740.29,1,740.29,5.0,支付宝,2023-01-23,2023-01,Monday,14
USER_0006,2023-03-16 11:03:28,电子产品,2294.88875,1,4702.2,3.0,银行卡,2023-03-16,2023-03,Thursday,11
USER_0595,2023-03-04 09:14:44,服装鞋帽,562.8,1,562.8,3.0,微信支付,2023-03-04,2023-03,Saturday,9
USER_0184,2023-02-14 11:58:49,电子产品,2294.88875,4,6641.0175,5.0,银行卡,2023-02-14,2023-02,Tuesday,11
USER_0021,2023-03-01 12:53:38,食品饮料,66.66,2,133.32,5.0,支付宝,2023-03-01,2023-03,Wednesday,12
USER_0600,2023-01-24 16:47:11,图书音像,52.67,5,263.35,2.0,银行卡,2023-01-24,2023-01,Tuesday,16
USER_0196,2023-03-25 21:15:09,服装鞋帽,216.44,5,1082.2,4.0,支付宝,2023-03-25,2023-03,Saturday,21
USER_0015,2023-04-17 12:33:59,家居用品,727.62,2,1455.24,4.0,微信支付,2023-04-17,2023-04,Monday,12
USER_0472,2023-01-28 13:09:48,食品饮料,122.22,5,1110.13,5.0,微信支付,2023-01-28,2023-01,Saturday,13
USER_0279,2023-01-27 19:06:48,电子产品,176.48,2,352.96,3.0,微信支付,2023-01-27,2023-01,Friday,19
USER_0482,2023-01-26 15:08:36,运动户外,369.88,3,1109.64,1.0,银行卡,2023-01-26,2023-01,Thursday,15
USER_0498,2023-02-13 14:45:25,服装鞋帽,716.54,2,1433.08,4.0,支付宝,2023-02-13,2023-02,Monday,14
USER_0081,2023-02-03 11:38:17,服装鞋帽,263.73,5,1318.65,4.0,支付宝,2023-02-03,2023-02,Friday,11
USER_0584,2023-01-26 17:00:27,服装鞋帽,796.06,2,1592.12,4.0,支付宝,2023-01-26,2023-01,Thursday,17
USER_0382,2023-02-18 13:30:36,电子产品,2294.88875,1,4735.41,5.0,支付宝,2023-02-18,2023-02,Saturday,13
